,degree min network-1,degree min network-50,degree min network-100,degree min network-250,degree max network-1,degree max network-50,degree max network-100,degree max network-250,degree av. network-1,degree av. network-50,degree av. network-100,degree av. network-250
2018-01-13,0,0,0,0,5,6,9,12,0.875,1.375,1.9166666666666667,3.4583333333333335
2018-01-14,0,0,0,0,5,6,9,12,0.8333333333333334,1.375,1.875,3.4583333333333335
2018-01-15,0,0,0,0,5,6,9,12,0.8333333333333334,1.375,1.875,3.4583333333333335
2018-01-16,0,0,0,0,5,6,9,12,0.8333333333333334,1.375,1.875,3.4166666666666665
2018-01-17,0,0,0,0,5,6,9,12,0.9583333333333334,1.375,1.875,3.4166666666666665
2018-01-18,0,0,0,0,5,6,9,12,1.0,1.3333333333333333,1.9166666666666667,3.4166666666666665
2018-01-19,0,0,0,0,5,6,9,12,1.0416666666666667,1.3333333333333333,1.9166666666666667,3.4166666666666665
2018-01-20,0,0,0,0,5,6,9,12,1.0,1.3333333333333333,1.9166666666666667,3.4166666666666665
2018-01-21,0,0,0,0,5,6,9,12,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.4166666666666665
2018-01-22,0,0,0,0,5,6,9,12,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.4166666666666665
2018-01-23,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-24,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-25,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-26,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-27,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-28,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.9166666666666667,3.375
2018-01-29,0,0,0,0,5,6,9,11,0.9583333333333334,1.2916666666666667,1.875,3.375
2018-01-30,0,0,0,0,5,6,9,11,1.0,1.2916666666666667,1.875,3.375
2018-01-31,0,0,0,0,5,6,9,11,1.125,1.375,1.9166666666666667,3.375
2018-02-01,0,0,0,0,6,7,9,12,1.2083333333333333,1.4583333333333333,2.0,3.4583333333333335
2018-02-02,0,0,0,0,6,6,9,12,0.9583333333333334,1.375,2.0,3.4583333333333335
2018-02-03,0,0,0,0,5,6,9,12,0.9166666666666666,1.375,2.0,3.4583333333333335
2018-02-04,0,0,0,0,5,6,9,12,0.875,1.375,2.0,3.4583333333333335
2018-02-05,0,0,0,0,5,6,9,12,0.875,1.375,2.0,3.4583333333333335
2018-02-06,0,0,0,0,5,6,9,12,0.9583333333333334,1.375,2.0,3.4166666666666665
2018-02-07,0,0,0,0,5,6,9,12,0.9583333333333334,1.375,2.0,3.4166666666666665
2018-02-08,0,0,0,0,5,6,7,12,1.0416666666666667,1.375,1.7083333333333333,3.4166666666666665
2018-02-09,0,0,0,0,5,6,7,12,1.0416666666666667,1.375,1.6666666666666667,3.4166666666666665
2018-02-10,0,0,0,0,5,6,7,12,0.9583333333333334,1.375,1.6666666666666667,3.4166666666666665
2018-02-11,0,0,0,0,5,6,7,12,0.9166666666666666,1.375,1.6666666666666667,3.4166666666666665
2018-02-12,0,0,0,0,5,6,7,12,0.9166666666666666,1.375,1.6666666666666667,3.4166666666666665
2018-02-13,0,0,0,0,5,6,7,12,0.9166666666666666,1.375,1.6666666666666667,3.375
2018-02-14,0,0,0,0,5,6,7,12,1.0,1.375,1.6666666666666667,3.25
2018-02-15,0,0,0,0,5,6,7,12,1.0,1.375,1.6666666666666667,3.25
2018-02-16,0,0,0,0,9,9,9,12,1.4583333333333333,1.9166666666666667,2.2083333333333335,3.25
2018-02-17,0,0,0,0,9,9,9,12,1.4583333333333333,1.9583333333333333,2.1666666666666665,3.2916666666666665
2018-02-18,0,0,0,0,5,9,9,12,0.9166666666666666,1.9166666666666667,2.1666666666666665,3.2916666666666665
2018-02-19,0,0,0,0,5,9,9,12,0.9166666666666666,1.9166666666666667,2.1666666666666665,3.2916666666666665
2018-02-20,0,0,0,0,5,9,9,12,0.9583333333333334,1.9166666666666667,2.1666666666666665,3.2916666666666665
2018-02-21,0,0,0,0,5,9,9,12,0.9583333333333334,1.9166666666666667,2.1666666666666665,3.2916666666666665
2018-02-22,0,0,0,0,5,9,9,12,1.0,1.9166666666666667,2.1666666666666665,3.2916666666666665
2018-02-23,0,0,0,0,5,9,9,12,1.0,1.875,2.1666666666666665,3.2916666666666665
2018-02-24,0,0,0,0,5,9,9,12,1.0,1.8333333333333333,2.1666666666666665,3.2916666666666665
2018-02-25,0,0,0,0,5,9,9,12,1.0,1.8333333333333333,2.1666666666666665,3.2916666666666665
2018-02-26,0,0,0,0,5,9,9,12,1.0,1.8333333333333333,2.1666666666666665,3.2916666666666665
2018-02-27,0,0,0,0,5,9,9,12,1.0,1.8333333333333333,2.1666666666666665,3.2916666666666665
2018-02-28,0,0,0,0,5,9,9,12,0.9583333333333334,1.8333333333333333,2.1666666666666665,3.2916666666666665
2018-03-01,0,0,0,0,5,9,9,12,1.0,1.875,2.2083333333333335,3.3333333333333335
2018-03-02,0,0,0,0,5,9,9,12,0.9166666666666666,1.875,2.2083333333333335,3.3333333333333335
2018-03-03,0,0,0,0,5,9,9,12,1.0416666666666667,1.875,2.2083333333333335,3.3333333333333335
2018-03-04,0,0,0,0,5,9,9,12,1.0416666666666667,1.875,2.1666666666666665,3.3333333333333335
2018-03-05,0,0,0,0,5,9,9,12,1.0416666666666667,1.875,2.1666666666666665,3.3333333333333335
2018-03-06,0,0,0,0,5,9,9,12,1.0416666666666667,1.875,2.1666666666666665,3.3333333333333335
2018-03-07,0,0,0,0,5,9,9,12,1.0,1.875,2.1666666666666665,3.2916666666666665
2018-03-08,0,0,0,0,5,9,9,12,1.0416666666666667,1.875,2.1666666666666665,3.2083333333333335
2018-03-09,0,0,0,0,5,9,9,12,1.0,1.875,2.0833333333333335,3.2083333333333335
2018-03-10,0,0,0,0,5,9,9,12,0.9583333333333334,1.875,2.0833333333333335,3.2083333333333335
2018-03-11,0,0,0,0,5,9,9,12,0.9166666666666666,1.875,2.0833333333333335,3.2083333333333335
2018-03-12,0,0,0,0,5,9,9,12,0.9166666666666666,1.875,2.0833333333333335,3.2083333333333335
2018-03-13,0,0,0,0,5,9,9,12,0.9583333333333334,1.875,2.0833333333333335,3.2083333333333335
2018-03-14,0,0,0,0,5,9,9,12,0.9583333333333334,1.875,2.0833333333333335,3.2083333333333335
2018-03-15,0,0,0,0,5,9,9,12,0.9583333333333334,1.9166666666666667,2.0833333333333335,3.2083333333333335
2018-03-16,0,0,0,0,5,9,9,12,0.9583333333333334,1.9166666666666667,2.0833333333333335,3.2083333333333335
2018-03-17,0,0,0,0,5,9,9,12,0.875,1.9166666666666667,2.0833333333333335,3.2083333333333335
2018-03-18,0,0,0,0,5,9,9,12,0.875,1.9166666666666667,2.0833333333333335,3.2083333333333335
2018-03-19,0,0,0,0,5,9,9,12,0.875,1.9166666666666667,2.0833333333333335,3.125
2018-03-20,0,0,0,0,5,9,9,12,0.9166666666666666,1.9166666666666667,2.0833333333333335,3.125
2018-03-21,0,0,0,0,5,9,9,12,0.9166666666666666,1.9166666666666667,2.0833333333333335,3.125
2018-03-22,0,0,0,0,5,9,9,12,0.875,1.9166666666666667,2.0833333333333335,3.125
2018-03-23,0,0,0,0,5,9,9,12,0.9166666666666666,1.7916666666666667,2.0833333333333335,3.125
2018-03-24,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-25,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-26,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-27,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-28,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-29,0,0,0,0,5,9,9,12,0.9166666666666666,1.75,2.0416666666666665,3.125
2018-03-30,0,0,0,0,6,9,9,12,0.9583333333333334,1.7916666666666667,2.0833333333333335,3.125
2018-03-31,0,0,0,0,6,9,9,12,0.7916666666666666,1.7916666666666667,2.0833333333333335,3.125
2018-04-01,0,0,0,0,6,9,9,12,0.7916666666666666,1.7916666666666667,2.0833333333333335,3.125
2018-04-02,0,0,0,0,6,9,9,12,0.7916666666666666,1.7916666666666667,2.0833333333333335,3.0833333333333335
2018-04-03,0,0,0,0,6,9,9,12,0.7916666666666666,1.7916666666666667,2.0833333333333335,3.0833333333333335
2018-04-04,0,0,0,0,6,9,9,12,0.9166666666666666,1.8333333333333333,2.125,3.125
2018-04-05,0,0,0,0,6,9,9,12,0.9583333333333334,1.8333333333333333,2.125,3.125
2018-04-06,0,0,0,0,6,9,9,12,0.9583333333333334,1.7916666666666667,2.125,3.125
2018-04-07,0,0,0,0,6,9,9,12,0.9583333333333334,1.7916666666666667,2.125,3.125
2018-04-08,0,0,0,0,6,6,9,12,0.875,1.25,2.125,3.125
2018-04-09,0,0,0,0,6,6,9,12,0.875,1.25,2.0833333333333335,3.125
2018-04-10,0,0,0,0,6,6,9,12,0.9166666666666666,1.25,2.0833333333333335,3.125
2018-04-11,0,0,0,0,6,6,9,12,0.9166666666666666,1.25,2.0833333333333335,3.125
2018-04-12,0,0,0,0,6,6,9,12,0.9166666666666666,1.25,2.0833333333333335,3.125
2018-04-13,0,0,0,0,6,6,9,12,0.9166666666666666,1.25,2.0833333333333335,3.125
2018-04-14,0,0,0,0,6,6,9,12,0.9166666666666666,1.25,2.0416666666666665,3.125
2018-04-15,0,0,0,0,6,6,9,12,0.875,1.25,2.0,3.125
2018-04-16,0,0,0,0,6,6,9,11,0.875,1.25,2.0,3.0833333333333335
2018-04-17,0,0,0,0,6,6,9,11,0.875,1.25,2.0,3.0833333333333335
2018-04-18,0,0,0,0,6,6,9,11,0.8333333333333334,1.25,2.0,3.0833333333333335
2018-04-19,0,0,0,0,6,6,9,11,0.9166666666666666,1.2916666666666667,2.0416666666666665,3.125
2018-04-20,0,0,0,0,6,6,9,11,0.9583333333333334,1.2916666666666667,2.0416666666666665,3.125
2018-04-21,0,0,0,0,6,6,9,11,0.875,1.2916666666666667,2.0416666666666665,3.125
2018-04-22,0,0,0,0,6,6,9,11,0.8333333333333334,1.2916666666666667,2.0416666666666665,3.125
2018-04-23,0,0,0,0,6,6,9,11,0.8333333333333334,1.2916666666666667,2.0416666666666665,3.125
2018-04-24,0,0,0,0,6,7,9,11,0.9166666666666666,1.3333333333333333,2.0833333333333335,3.125
2018-04-25,0,0,0,0,6,7,9,11,0.9166666666666666,1.3333333333333333,2.0833333333333335,3.125
2018-04-26,0,0,0,0,6,7,9,11,0.9583333333333334,1.375,2.125,3.125
2018-04-27,0,0,0,0,6,8,9,11,1.0,1.4166666666666667,2.1666666666666665,3.1666666666666665
2018-04-28,0,0,0,0,6,9,9,12,1.0,1.4583333333333333,2.2083333333333335,3.2083333333333335
2018-04-29,0,0,0,0,6,9,9,12,0.9583333333333334,1.4166666666666667,2.2083333333333335,3.2083333333333335
2018-04-30,0,0,0,0,6,9,9,12,0.9583333333333334,1.4166666666666667,2.2083333333333335,3.1666666666666665
2018-05-01,0,0,0,0,6,9,9,12,1.0,1.4166666666666667,2.2083333333333335,3.1666666666666665
2018-05-02,0,0,0,0,6,9,9,12,0.9166666666666666,1.4166666666666667,2.2083333333333335,3.1666666666666665
2018-05-03,0,0,0,0,6,10,10,13,1.0,1.4583333333333333,2.25,3.2083333333333335
2018-05-04,0,0,0,0,6,10,10,13,1.0833333333333333,1.4583333333333333,2.25,3.2083333333333335
2018-05-05,0,0,0,0,7,10,10,13,1.1666666666666667,1.4583333333333333,2.25,3.2083333333333335
2018-05-06,0,0,0,0,6,10,10,13,1.0833333333333333,1.4583333333333333,2.25,3.2083333333333335
2018-05-07,0,0,0,0,6,10,10,13,1.0833333333333333,1.4583333333333333,2.25,3.2083333333333335
2018-05-08,0,0,0,0,6,10,10,13,1.0833333333333333,1.4583333333333333,2.25,3.2083333333333335
2018-05-09,0,0,0,0,7,10,10,13,1.0833333333333333,1.4583333333333333,2.25,3.2083333333333335
2018-05-10,0,0,0,0,6,10,10,13,1.0416666666666667,1.4583333333333333,2.25,3.2083333333333335
2018-05-11,0,0,0,0,6,10,10,13,1.0,1.4583333333333333,2.25,3.2083333333333335
2018-05-12,0,0,0,0,7,10,10,13,1.0416666666666667,1.4583333333333333,2.125,3.2083333333333335
2018-05-13,0,0,0,0,6,10,10,13,1.0,1.4583333333333333,2.0833333333333335,3.2083333333333335
2018-05-14,0,0,0,0,6,10,10,13,1.0,1.4583333333333333,2.0833333333333335,3.1666666666666665
2018-05-15,0,0,0,0,7,10,10,13,1.0416666666666667,1.4583333333333333,2.0833333333333335,3.1666666666666665
2018-05-16,0,0,0,0,7,10,10,13,1.0416666666666667,1.4583333333333333,2.0833333333333335,3.1666666666666665
2018-05-17,0,0,0,0,10,11,11,14,1.5416666666666667,1.9583333333333333,2.2083333333333335,3.2916666666666665
2018-05-18,0,0,0,0,10,11,11,14,1.5416666666666667,1.9583333333333333,2.2083333333333335,3.2916666666666665
2018-05-19,0,0,0,0,6,10,11,14,1.0,1.9166666666666667,2.2083333333333335,3.2916666666666665
2018-05-20,0,0,0,0,6,10,11,14,1.0,1.9166666666666667,2.2083333333333335,3.25
2018-05-21,0,0,0,0,6,10,11,14,1.0,1.9166666666666667,2.2083333333333335,3.25
2018-05-22,0,0,0,0,6,10,11,14,1.0,1.9166666666666667,2.2083333333333335,3.25
2018-05-23,0,0,0,0,9,11,12,15,1.125,1.9583333333333333,2.25,3.2916666666666665
2018-05-24,0,0,0,0,8,11,12,15,1.0833333333333333,1.9583333333333333,2.25,3.2916666666666665
2018-05-25,0,0,0,0,6,11,12,15,1.0,1.9166666666666667,2.25,3.2916666666666665
2018-05-26,0,0,0,0,6,11,12,15,1.0833333333333333,1.9166666666666667,2.25,3.2916666666666665
2018-05-27,0,0,0,0,5,11,12,15,1.0416666666666667,1.9166666666666667,2.25,3.2916666666666665
2018-05-28,0,0,0,0,5,11,12,15,1.0416666666666667,1.9166666666666667,2.125,3.25
2018-05-29,0,0,0,0,5,11,12,14,1.0416666666666667,1.9166666666666667,2.125,3.2083333333333335
2018-05-30,0,0,0,0,5,11,12,14,1.0416666666666667,1.9166666666666667,2.125,3.2083333333333335
2018-05-31,0,0,0,0,6,11,12,14,1.0833333333333333,1.9583333333333333,2.1666666666666665,3.1666666666666665
2018-06-01,0,0,0,0,6,11,12,14,1.0416666666666667,1.9583333333333333,2.1666666666666665,3.1666666666666665
2018-06-02,0,0,0,0,5,11,12,14,1.0,1.9166666666666667,2.1666666666666665,3.1666666666666665
2018-06-03,0,0,0,0,5,11,12,14,0.9583333333333334,1.9166666666666667,2.1666666666666665,3.1666666666666665
2018-06-04,0,0,0,0,5,11,12,14,0.9583333333333334,1.9166666666666667,2.1666666666666665,3.1666666666666665
2018-06-05,0,0,0,0,6,11,12,14,1.0416666666666667,1.9166666666666667,2.1666666666666665,3.1666666666666665
2018-06-06,0,0,0,0,5,11,12,14,0.9583333333333334,1.9166666666666667,2.1666666666666665,3.1666666666666665
2018-06-07,0,0,0,0,5,11,12,14,0.9583333333333334,1.9583333333333333,2.2083333333333335,3.1666666666666665
2018-06-08,0,0,0,0,6,12,13,15,1.1666666666666667,2.0833333333333335,2.3333333333333335,3.2916666666666665
2018-06-09,0,0,0,0,6,11,13,15,1.1666666666666667,2.0833333333333335,2.375,3.3333333333333335
2018-06-10,0,0,0,0,5,11,13,15,1.0833333333333333,2.0833333333333335,2.375,3.3333333333333335
2018-06-11,0,0,0,0,5,11,13,15,1.0833333333333333,2.0833333333333335,2.375,3.3333333333333335
2018-06-12,0,0,0,0,5,11,13,15,1.0833333333333333,2.0833333333333335,2.375,3.3333333333333335
2018-06-13,0,0,0,0,5,11,13,15,1.0833333333333333,2.0833333333333335,2.375,3.2916666666666665
2018-06-14,0,0,0,0,5,11,13,15,1.0833333333333333,2.0833333333333335,2.375,3.2916666666666665
2018-06-15,0,0,0,0,5,11,13,15,1.125,2.125,2.4166666666666665,3.3333333333333335
2018-06-16,0,0,0,0,5,11,13,15,1.125,2.125,2.4166666666666665,3.3333333333333335
2018-06-17,0,0,0,0,5,11,13,15,1.125,2.125,2.4166666666666665,3.3333333333333335
2018-06-18,0,0,0,0,5,11,13,15,1.125,2.125,2.375,3.3333333333333335
2018-06-19,0,0,0,0,6,11,13,15,1.1666666666666667,2.1666666666666665,2.4166666666666665,3.375
2018-06-20,0,0,0,0,6,11,13,15,1.25,2.2083333333333335,2.4583333333333335,3.4166666666666665
2018-06-21,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4583333333333335,3.4166666666666665
2018-06-22,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4583333333333335,3.4166666666666665
2018-06-23,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4583333333333335,3.4166666666666665
2018-06-24,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-06-25,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-06-26,0,0,0,0,6,11,13,15,1.2916666666666667,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-06-27,0,0,0,0,7,11,13,15,1.3333333333333333,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-06-28,0,0,0,0,7,11,13,15,1.4166666666666667,2.2916666666666665,2.5,3.4166666666666665
2018-06-29,0,0,0,0,7,11,13,15,1.4583333333333333,2.3333333333333335,2.5416666666666665,3.4583333333333335
2018-06-30,0,0,0,0,7,11,13,15,1.375,2.3333333333333335,2.5416666666666665,3.4583333333333335
2018-07-01,0,0,0,0,7,11,13,15,1.1666666666666667,2.3333333333333335,2.5416666666666665,3.4583333333333335
2018-07-02,0,0,0,0,7,11,13,15,1.1666666666666667,2.3333333333333335,2.5416666666666665,3.4583333333333335
2018-07-03,0,0,0,0,7,11,13,15,1.2916666666666667,2.375,2.5833333333333335,3.5
2018-07-04,0,0,0,0,7,11,13,15,1.2916666666666667,2.375,2.5833333333333335,3.5
2018-07-05,0,0,0,0,7,11,13,15,1.2916666666666667,2.375,2.5833333333333335,3.5
2018-07-06,0,0,0,0,7,11,13,15,1.375,2.375,2.5416666666666665,3.5
2018-07-07,0,0,0,0,7,10,13,15,1.375,1.8333333333333333,2.5416666666666665,3.5
2018-07-08,0,0,0,0,7,10,12,15,1.3333333333333333,1.8333333333333333,2.5,3.2083333333333335
2018-07-09,0,0,0,0,7,10,12,15,1.3333333333333333,1.8333333333333333,2.5,3.1666666666666665
2018-07-10,0,0,0,0,7,10,12,15,1.4166666666666667,1.9166666666666667,2.5833333333333335,3.25
2018-07-11,0,0,0,0,7,10,12,15,1.4166666666666667,1.9166666666666667,2.5833333333333335,3.25
2018-07-12,0,0,0,0,7,10,12,15,1.4583333333333333,1.9166666666666667,2.5833333333333335,3.25
2018-07-13,0,0,0,0,7,9,12,15,1.375,1.7916666666666667,2.5833333333333335,3.25
2018-07-14,0,0,0,0,7,9,12,15,1.375,1.7916666666666667,2.5416666666666665,3.25
2018-07-15,0,0,0,0,7,9,12,15,1.375,1.7916666666666667,2.5416666666666665,3.25
2018-07-16,0,0,0,0,7,9,12,15,1.375,1.7916666666666667,2.5416666666666665,3.25
2018-07-17,0,0,0,0,7,9,12,14,1.375,1.7916666666666667,2.5416666666666665,3.2083333333333335
2018-07-18,0,0,0,0,7,9,12,14,1.4166666666666667,1.8333333333333333,2.5416666666666665,3.2083333333333335
2018-07-19,0,0,0,0,7,9,12,14,1.4583333333333333,1.8333333333333333,2.5833333333333335,3.25
2018-07-20,0,0,0,0,7,9,12,14,1.4166666666666667,1.7916666666666667,2.5833333333333335,3.25
2018-07-21,0,0,0,0,7,9,12,14,1.4166666666666667,1.7916666666666667,2.5833333333333335,3.25
2018-07-22,0,0,0,0,7,9,12,14,1.4166666666666667,1.7916666666666667,2.5416666666666665,3.25
2018-07-23,0,0,0,0,7,9,12,14,1.4166666666666667,1.7916666666666667,2.5416666666666665,3.25
2018-07-24,0,0,0,0,7,9,12,14,1.4166666666666667,1.7916666666666667,2.5416666666666665,3.25
2018-07-25,0,0,0,0,8,8,12,14,1.4583333333333333,1.7083333333333333,2.5416666666666665,3.25
2018-07-26,0,0,0,0,8,8,12,14,1.4583333333333333,1.7083333333333333,2.5416666666666665,3.25
2018-07-27,0,0,0,0,8,8,12,14,1.4166666666666667,1.7083333333333333,2.5416666666666665,3.25
2018-07-28,0,0,0,0,8,8,12,14,1.4166666666666667,1.7083333333333333,2.5416666666666665,3.25
2018-07-29,0,0,0,0,8,8,11,14,1.375,1.7083333333333333,2.5,3.25
2018-07-30,0,0,0,0,8,8,11,14,1.375,1.7083333333333333,2.5,3.25
2018-07-31,0,0,0,0,8,8,11,14,1.4166666666666667,1.75,2.5416666666666665,3.2916666666666665
2018-08-01,0,0,0,0,8,8,11,13,1.4166666666666667,1.75,2.5416666666666665,3.25
2018-08-02,0,0,0,0,8,8,11,13,1.4583333333333333,1.7916666666666667,2.5833333333333335,3.2916666666666665
2018-08-03,0,0,0,0,8,8,11,13,1.4166666666666667,1.8333333333333333,2.625,3.3333333333333335
2018-08-04,0,0,0,0,7,9,11,13,1.4583333333333333,1.875,2.625,3.3333333333333335
2018-08-05,0,0,0,0,7,9,11,13,1.4583333333333333,1.875,2.625,3.3333333333333335
2018-08-06,0,0,0,0,7,9,11,13,1.4583333333333333,1.875,2.625,3.2916666666666665
2018-08-07,0,0,0,0,7,9,11,13,1.4583333333333333,1.875,2.625,3.2916666666666665
2018-08-08,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-09,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-10,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-11,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-12,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-13,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-14,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-15,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-16,0,0,0,0,7,9,11,13,1.3333333333333333,1.875,2.625,3.2916666666666665
2018-08-17,0,0,0,0,7,9,11,13,1.4166666666666667,1.9583333333333333,2.7083333333333335,3.375
2018-08-18,0,0,0,0,7,8,11,13,1.375,1.875,2.7083333333333335,3.375
2018-08-19,0,0,0,0,7,8,11,13,1.375,1.8333333333333333,2.7083333333333335,3.375
2018-08-20,0,0,0,0,7,8,11,13,1.375,1.8333333333333333,2.7083333333333335,3.375
2018-08-21,0,0,0,0,7,8,11,13,1.4166666666666667,1.8333333333333333,2.7083333333333335,3.375
2018-08-22,0,0,0,0,7,8,11,13,1.4583333333333333,1.875,2.75,3.4166666666666665
2018-08-23,0,0,0,0,7,8,11,13,1.4583333333333333,1.875,2.75,3.4166666666666665
2018-08-24,0,0,0,0,7,8,11,13,1.5,1.875,2.75,3.4166666666666665
2018-08-25,0,0,0,0,8,8,11,13,1.5416666666666667,1.875,2.75,3.4166666666666665
2018-08-26,0,0,0,0,8,8,10,13,1.5416666666666667,1.875,2.2083333333333335,3.4166666666666665
2018-08-27,0,0,0,0,8,8,10,13,1.5416666666666667,1.875,2.2083333333333335,3.4166666666666665
2018-08-28,0,0,0,0,8,8,10,13,1.5416666666666667,1.875,2.2083333333333335,3.4166666666666665
2018-08-29,0,0,0,0,8,8,10,13,1.5,1.875,2.2083333333333335,3.4166666666666665
2018-08-30,0,0,0,0,8,8,10,13,1.5,1.875,2.2083333333333335,3.4166666666666665
2018-08-31,0,0,0,0,8,8,10,13,1.5,1.875,2.2083333333333335,3.4166666666666665
2018-09-01,0,0,0,0,8,8,9,13,1.5416666666666667,1.875,2.125,3.4166666666666665
2018-09-02,0,0,0,0,8,8,9,13,1.375,1.875,2.125,3.4166666666666665
2018-09-03,0,0,0,0,8,8,9,13,1.375,1.875,2.125,3.4166666666666665
2018-09-04,0,0,0,0,8,8,9,13,1.5,1.875,2.125,3.4166666666666665
2018-09-05,0,0,0,0,8,8,9,13,1.5,1.875,2.125,3.4166666666666665
2018-09-06,0,0,0,0,7,8,9,13,1.375,1.875,2.125,3.375
2018-09-07,0,0,0,0,7,8,9,13,1.4166666666666667,1.875,2.125,3.4166666666666665
2018-09-08,0,0,0,0,7,8,9,13,1.4166666666666667,1.8333333333333333,2.0833333333333335,3.4166666666666665
2018-09-09,0,0,0,0,7,8,9,13,1.375,1.8333333333333333,2.0833333333333335,3.4166666666666665
2018-09-10,0,0,0,0,7,8,9,13,1.375,1.8333333333333333,2.0833333333333335,3.4166666666666665
2018-09-11,0,0,0,0,7,8,9,13,1.375,1.8333333333333333,2.0833333333333335,3.4166666666666665
2018-09-12,0,0,0,0,7,8,9,13,1.375,1.8333333333333333,2.0833333333333335,3.375
2018-09-13,0,0,0,0,7,10,11,13,1.6666666666666667,2.1666666666666665,2.375,3.375
2018-09-14,0,0,0,0,7,10,11,13,1.7083333333333333,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-15,0,0,0,0,7,10,11,13,1.375,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-16,0,0,0,0,7,10,11,13,1.375,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-17,0,0,0,0,7,10,11,13,1.375,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-18,0,0,0,0,7,10,11,13,1.375,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-19,0,0,0,0,7,10,11,13,1.3333333333333333,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-20,0,0,0,0,7,10,11,13,1.3333333333333333,2.2083333333333335,2.4166666666666665,3.4166666666666665
2018-09-21,0,0,0,0,8,9,11,13,1.4583333333333333,2.1666666666666665,2.4583333333333335,3.4166666666666665
2018-09-22,0,0,0,0,8,9,11,13,1.4583333333333333,2.1666666666666665,2.4583333333333335,3.4166666666666665
2018-09-23,0,0,0,0,8,9,11,13,1.375,2.1666666666666665,2.4583333333333335,3.4166666666666665
2018-09-24,0,0,0,0,8,9,11,13,1.375,2.1666666666666665,2.4583333333333335,3.4166666666666665
2018-09-25,0,0,0,0,8,9,11,13,1.375,2.1666666666666665,2.4583333333333335,3.4166666666666665
2018-09-26,0,0,0,0,8,9,11,13,1.375,2.0833333333333335,2.4583333333333335,3.4166666666666665
2018-09-27,0,0,0,0,8,9,11,13,1.375,2.0833333333333335,2.4583333333333335,3.4166666666666665
2018-09-28,0,0,0,0,8,9,11,13,1.375,2.0833333333333335,2.4583333333333335,3.4166666666666665
2018-09-29,0,0,0,0,8,9,11,13,1.4166666666666667,2.0833333333333335,2.5,3.4166666666666665
2018-09-30,0,0,0,0,8,9,11,13,1.125,2.0833333333333335,2.5,3.4166666666666665
2018-10-01,0,0,0,0,8,9,11,13,1.125,2.0833333333333335,2.5,3.4166666666666665
2018-10-02,0,0,0,0,8,9,11,13,1.2083333333333333,2.0833333333333335,2.5,3.4166666666666665
2018-10-03,0,0,0,0,8,9,11,13,1.2083333333333333,2.0833333333333335,2.5,3.4166666666666665
2018-10-04,0,0,0,0,8,9,11,13,1.2083333333333333,2.0833333333333335,2.5,3.4166666666666665
