,degree min network-1,degree min network-50,degree min network-100,degree min network-250,degree max network-1,degree max network-50,degree max network-100,degree max network-250,degree av. network-1,degree av. network-50,degree av. network-100,degree av. network-250
2016-07-04,0,0,0,0,12,12,14,14,1.4583333333333333,3.5416666666666665,4.041666666666667,4.041666666666667
2016-07-05,0,0,0,0,12,12,14,14,1.4583333333333333,3.5416666666666665,4.041666666666667,4.041666666666667
2016-07-06,0,0,0,0,12,12,14,14,1.5,3.625,4.125,4.125
2016-07-07,0,0,0,0,12,13,14,14,1.8333333333333333,3.6666666666666665,4.166666666666667,4.166666666666667
2016-07-08,0,0,0,0,12,13,15,15,1.9583333333333333,3.75,4.25,4.25
2016-07-09,0,0,0,0,12,13,15,15,1.9583333333333333,3.75,4.25,4.25
2016-07-10,0,0,0,0,12,12,15,15,1.7916666666666667,3.5833333333333335,4.25,4.25
2016-07-11,0,0,0,0,12,12,15,15,1.7916666666666667,3.5833333333333335,4.25,4.25
2016-07-12,0,0,0,0,12,12,15,15,1.8333333333333333,3.5833333333333335,4.25,4.25
2016-07-13,0,0,0,0,12,12,15,15,1.75,3.5833333333333335,4.291666666666667,4.291666666666667
2016-07-14,0,0,0,0,12,12,15,15,1.7083333333333333,3.5833333333333335,4.291666666666667,4.291666666666667
2016-07-15,0,0,0,0,12,12,15,15,1.9166666666666667,3.7083333333333335,4.416666666666667,4.416666666666667
2016-07-16,0,0,0,0,12,12,15,15,2.0833333333333335,3.75,4.416666666666667,4.416666666666667
2016-07-17,0,0,0,0,12,12,15,15,1.9583333333333333,3.6666666666666665,4.416666666666667,4.416666666666667
2016-07-18,0,0,0,0,12,12,15,15,1.9583333333333333,3.6666666666666665,4.416666666666667,4.416666666666667
2016-07-19,0,0,0,0,12,12,15,15,2.2083333333333335,3.6666666666666665,4.416666666666667,4.416666666666667
2016-07-20,0,0,0,0,12,12,15,15,2.125,3.625,4.416666666666667,4.416666666666667
2016-07-21,0,0,0,0,12,12,15,15,1.9583333333333333,3.5833333333333335,4.416666666666667,4.416666666666667
2016-07-22,0,0,0,0,12,12,15,15,2.0,3.5833333333333335,4.458333333333333,4.458333333333333
2016-07-23,0,0,0,0,12,12,15,15,2.0416666666666665,3.625,4.5,4.5
2016-07-24,0,0,0,0,12,12,15,15,1.9583333333333333,3.625,4.5,4.5
2016-07-25,0,0,0,0,12,12,15,15,1.9583333333333333,3.625,4.5,4.5
2016-07-26,0,0,0,0,12,12,15,15,2.1666666666666665,3.6666666666666665,4.5,4.5
2016-07-27,0,0,0,0,12,12,15,15,2.0833333333333335,3.7083333333333335,4.541666666666667,4.541666666666667
2016-07-28,0,0,0,0,11,12,15,15,1.9583333333333333,3.7083333333333335,4.541666666666667,4.541666666666667
2016-07-29,0,0,0,0,11,12,15,15,1.9166666666666667,3.7083333333333335,4.541666666666667,4.541666666666667
2016-07-30,0,0,0,0,11,12,15,15,1.7916666666666667,3.7083333333333335,4.541666666666667,4.541666666666667
2016-07-31,0,0,0,0,11,12,15,15,1.4166666666666667,3.6666666666666665,4.541666666666667,4.541666666666667
2016-08-01,0,0,0,0,11,12,14,15,1.4166666666666667,3.6666666666666665,4.5,4.541666666666667
2016-08-02,0,0,0,0,11,12,14,15,1.7083333333333333,3.7083333333333335,4.541666666666667,4.583333333333333
2016-08-03,0,0,0,0,11,12,14,15,1.7916666666666667,3.6666666666666665,4.541666666666667,4.583333333333333
2016-08-04,0,0,0,0,11,12,14,15,1.75,3.5833333333333335,4.5,4.583333333333333
2016-08-05,0,0,0,0,11,13,14,15,1.9583333333333333,3.6666666666666665,4.541666666666667,4.666666666666667
2016-08-06,0,0,0,0,11,13,14,15,1.875,3.7083333333333335,4.5,4.666666666666667
2016-08-07,0,0,0,0,11,13,14,15,1.625,3.7083333333333335,4.5,4.666666666666667
2016-08-08,0,0,0,0,11,13,14,15,1.625,3.7083333333333335,4.5,4.666666666666667
2016-08-09,0,0,0,0,11,13,14,15,1.7916666666666667,3.7083333333333335,4.5,4.666666666666667
2016-08-10,0,0,0,0,11,13,14,15,1.7083333333333333,3.7083333333333335,4.5,4.666666666666667
2016-08-11,0,0,0,0,11,14,14,15,1.5833333333333333,3.75,4.541666666666667,4.708333333333333
2016-08-12,0,0,0,0,10,14,15,16,1.7083333333333333,3.7916666666666665,4.583333333333333,4.75
2016-08-13,0,0,0,0,10,14,15,16,1.6666666666666667,3.7916666666666665,4.583333333333333,4.75
2016-08-14,0,0,0,0,10,14,15,16,1.5,3.7916666666666665,4.583333333333333,4.75
2016-08-15,0,0,0,0,10,14,15,16,1.5,3.7916666666666665,4.541666666666667,4.75
2016-08-16,0,0,0,0,11,15,15,16,1.5416666666666667,3.8333333333333335,4.583333333333333,4.791666666666667
2016-08-17,0,0,0,0,11,15,15,16,1.5833333333333333,3.7083333333333335,4.583333333333333,4.791666666666667
2016-08-18,0,0,0,0,11,14,15,16,1.6666666666666667,3.5,4.625,4.833333333333333
2016-08-19,0,0,0,0,10,13,15,16,1.6666666666666667,3.4583333333333335,4.625,4.875
2016-08-20,0,0,0,0,10,13,15,16,1.6666666666666667,3.375,4.625,4.875
2016-08-21,0,0,0,0,10,13,15,16,1.6666666666666667,3.375,4.625,4.875
2016-08-22,0,0,0,0,10,13,15,16,1.6666666666666667,3.375,4.5,4.875
2016-08-23,0,0,0,0,11,13,15,16,1.7083333333333333,3.375,4.5,4.875
2016-08-24,0,0,0,0,11,13,15,16,1.625,3.375,4.5,4.875
2016-08-25,0,0,0,0,10,13,15,16,1.625,3.375,4.5,4.875
2016-08-26,0,0,0,0,9,13,15,17,1.625,3.4166666666666665,4.541666666666667,4.916666666666667
2016-08-27,0,0,0,0,10,13,15,17,1.6666666666666667,3.4166666666666665,4.541666666666667,4.916666666666667
2016-08-28,0,0,0,0,9,13,15,17,1.5833333333333333,3.4166666666666665,4.541666666666667,4.916666666666667
2016-08-29,0,0,0,0,9,13,15,17,1.5833333333333333,3.4166666666666665,4.375,4.916666666666667
2016-08-30,0,0,0,0,10,13,15,17,1.625,3.4166666666666665,4.375,4.916666666666667
