,jaccard index-1,jaccard index-50,jaccard index-100,jaccard index-250
2018-06-23,1.0,0.4915254237288136,0.5797101449275363,0.4645669291338583
2018-06-24,1.0,0.5172413793103449,0.5652173913043478,0.46825396825396826
2018-06-25,1.0,0.5172413793103449,0.5652173913043478,0.472
2018-06-26,1.0,0.5172413793103449,0.5652173913043478,0.472
2018-06-27,0.96875,0.5172413793103449,0.5652173913043478,0.472
2018-06-28,0.9411764705882353,0.5,0.5492957746478874,0.472
2018-06-29,0.9714285714285714,0.4918032786885246,0.5416666666666666,0.46825396825396826
2018-06-30,0.9428571428571428,0.4918032786885246,0.5416666666666666,0.46825396825396826
2018-07-01,0.8484848484848485,0.4918032786885246,0.5416666666666666,0.46825396825396826
2018-07-02,1.0,0.4918032786885246,0.5277777777777778,0.47619047619047616
2018-07-03,0.9032258064516129,0.4838709677419355,0.5205479452054794,0.48412698412698413
2018-07-04,1.0,0.4838709677419355,0.5205479452054794,0.48412698412698413
2018-07-05,1.0,0.4838709677419355,0.5205479452054794,0.48412698412698413
2018-07-06,0.9393939393939394,0.7049180327868853,0.5068493150684932,0.488
2018-07-07,1.0,0.4918032786885246,0.5068493150684932,0.488
2018-07-08,0.9696969696969697,0.5,0.5068493150684932,0.424
2018-07-09,1.0,0.5,0.5068493150684932,0.4297520661157025
2018-07-10,0.9411764705882353,0.4838709677419355,0.49333333333333335,0.42276422764227645
2018-07-11,1.0,0.4838709677419355,0.49333333333333335,0.42276422764227645
2018-07-12,0.9714285714285714,0.5,0.49333333333333335,0.42276422764227645
2018-07-13,0.9428571428571428,0.45161290322580644,0.5066666666666667,0.4262295081967213
2018-07-14,1.0,0.45901639344262296,0.49333333333333335,0.4406779661016949
2018-07-15,1.0,0.45901639344262296,0.49333333333333335,0.4406779661016949
2018-07-16,1.0,0.45901639344262296,0.49333333333333335,0.452991452991453
2018-07-17,1.0,0.45901639344262296,0.49333333333333335,0.4444444444444444
2018-07-18,0.9705882352941176,0.47540983606557374,0.5,0.4444444444444444
2018-07-19,0.9166666666666666,0.45161290322580644,0.49333333333333335,0.4406779661016949
2018-07-20,0.9714285714285714,0.45161290322580644,0.49333333333333335,0.4406779661016949
2018-07-21,0.9428571428571428,0.45161290322580644,0.49333333333333335,0.4406779661016949
2018-07-22,1.0,0.45901639344262296,0.48,0.4444444444444444
2018-07-23,1.0,0.45901639344262296,0.4666666666666667,0.4444444444444444
2018-07-24,1.0,0.45901639344262296,0.47297297297297297,0.4444444444444444
2018-07-25,0.9714285714285714,0.4262295081967213,0.47297297297297297,0.4444444444444444
2018-07-26,1.0,0.4262295081967213,0.47297297297297297,0.4444444444444444
2018-07-27,0.9714285714285714,0.4426229508196721,0.47297297297297297,0.4444444444444444
2018-07-28,1.0,0.4918032786885246,0.4864864864864865,0.4444444444444444
2018-07-29,0.9705882352941176,0.5166666666666667,0.47297297297297297,0.4444444444444444
2018-07-30,1.0,0.5166666666666667,0.47297297297297297,0.4444444444444444
2018-07-31,0.9705882352941176,0.5081967213114754,0.4666666666666667,0.4406779661016949
2018-08-01,1.0,0.5081967213114754,0.4666666666666667,0.4322033898305085
2018-08-02,0.9714285714285714,0.5,0.47368421052631576,0.4406779661016949
2018-08-03,0.9166666666666666,0.49206349206349204,0.4675324675324675,0.4369747899159664
2018-08-04,0.9166666666666666,0.5238095238095238,0.4805194805194805,0.4369747899159664
2018-08-05,1.0,0.5238095238095238,0.4935064935064935,0.4406779661016949
2018-08-06,1.0,0.5238095238095238,0.5064935064935064,0.4322033898305085
2018-08-07,1.0,0.5238095238095238,0.5064935064935064,0.4322033898305085
2018-08-08,0.9142857142857143,0.5396825396825397,0.5064935064935064,0.4491525423728814
2018-08-09,1.0,0.5555555555555556,0.5064935064935064,0.4491525423728814
2018-08-10,1.0,0.5555555555555556,0.5064935064935064,0.4491525423728814
2018-08-11,0.9393939393939394,0.5555555555555556,0.5194805194805194,0.4491525423728814
2018-08-12,1.0,0.5555555555555556,0.5194805194805194,0.452991452991453
2018-08-13,1.0,0.5555555555555556,0.5194805194805194,0.4444444444444444
2018-08-14,1.0,0.5555555555555556,0.5194805194805194,0.45217391304347826
2018-08-15,1.0,0.5555555555555556,0.5194805194805194,0.45217391304347826
2018-08-16,1.0,0.5555555555555556,0.5194805194805194,0.45217391304347826
2018-08-17,0.9411764705882353,0.5692307692307692,0.5063291139240507,0.4444444444444444
2018-08-18,0.9705882352941176,0.5538461538461539,0.5063291139240507,0.4444444444444444
2018-08-19,1.0,0.5384615384615384,0.5063291139240507,0.4482758620689655
2018-08-20,1.0,0.5384615384615384,0.5263157894736842,0.4482758620689655
2018-08-21,0.9705882352941176,0.5384615384615384,0.5333333333333333,0.4482758620689655
2018-08-22,0.9714285714285714,0.5454545454545454,0.5263157894736842,0.4444444444444444
2018-08-23,1.0,0.5454545454545454,0.5263157894736842,0.4444444444444444
2018-08-24,0.9722222222222222,0.5454545454545454,0.5263157894736842,0.4444444444444444
2018-08-25,0.972972972972973,0.5454545454545454,0.5657894736842105,0.4444444444444444
2018-08-26,1.0,0.6792452830188679,0.39473684210526316,0.4444444444444444
2018-08-27,1.0,0.6792452830188679,0.39473684210526316,0.4444444444444444
2018-08-28,1.0,0.6792452830188679,0.39473684210526316,0.4444444444444444
2018-08-29,0.972972972972973,0.7169811320754716,0.39473684210526316,0.452991452991453
2018-08-30,1.0,0.7169811320754716,0.39473684210526316,0.452991452991453
2018-08-31,1.0,0.7169811320754716,0.40789473684210525,0.452991452991453
2018-09-01,0.972972972972973,0.7254901960784313,0.3815789473684211,0.45689655172413796
2018-09-02,0.8918918918918919,0.7254901960784313,0.3815789473684211,0.45689655172413796
2018-09-03,1.0,0.7254901960784313,0.3815789473684211,0.45689655172413796
2018-09-04,0.9166666666666666,0.7254901960784313,0.3815789473684211,0.45689655172413796
2018-09-05,1.0,0.7254901960784313,0.3972602739726027,0.45689655172413796
2018-09-06,0.9166666666666666,0.7450980392156863,0.3972602739726027,0.4482758620689655
2018-09-07,0.9705882352941176,0.7450980392156863,0.3783783783783784,0.4444444444444444
2018-09-08,1.0,0.74,0.3783783783783784,0.4444444444444444
2018-09-09,0.9705882352941176,0.74,0.3783783783783784,0.4444444444444444
2018-09-10,1.0,0.74,0.3783783783783784,0.4444444444444444
2018-09-11,1.0,0.74,0.3783783783783784,0.45132743362831856
2018-09-12,1.0,0.74,0.3783783783783784,0.4424778761061947
2018-09-13,0.7804878048780488,0.631578947368421,0.4155844155844156,0.4424778761061947
2018-09-14,0.975609756097561,0.6206896551724138,0.41025641025641024,0.43859649122807015
2018-09-15,0.7619047619047619,0.6206896551724138,0.4230769230769231,0.43859649122807015
2018-09-16,1.0,0.6206896551724138,0.46153846153846156,0.43859649122807015
2018-09-17,1.0,0.6206896551724138,0.47435897435897434,0.43859649122807015
2018-09-18,1.0,0.6206896551724138,0.47435897435897434,0.43859649122807015
2018-09-19,0.9696969696969697,0.6379310344827587,0.47435897435897434,0.43859649122807015
2018-09-20,1.0,0.6379310344827587,0.47435897435897434,0.4473684210526316
2018-09-21,0.9142857142857143,0.6101694915254238,0.48717948717948717,0.4473684210526316
2018-09-22,1.0,0.6271186440677966,0.48717948717948717,0.4473684210526316
