,network density-1,network density-50,network density-100,network density-250
2016-05-08,0.011081560283687944,0.01773049645390071,0.01773049645390071,0.01773049645390071
2016-05-09,0.011081560283687944,0.01773049645390071,0.01773049645390071,0.01773049645390071
2016-05-10,0.011968085106382979,0.018173758865248225,0.018173758865248225,0.018173758865248225
2016-05-11,0.011968085106382979,0.018617021276595744,0.018617021276595744,0.018617021276595744
2016-05-12,0.011968085106382979,0.018617021276595744,0.018617021276595744,0.018617021276595744
2016-05-13,0.013297872340425532,0.0199468085106383,0.0199468085106383,0.0199468085106383
2016-05-14,0.013297872340425532,0.020833333333333332,0.020833333333333332,0.020833333333333332
2016-05-15,0.01152482269503546,0.020833333333333332,0.020833333333333332,0.020833333333333332
2016-05-16,0.01152482269503546,0.020833333333333332,0.020833333333333332,0.020833333333333332
2016-05-17,0.01152482269503546,0.020833333333333332,0.020833333333333332,0.020833333333333332
2016-05-18,0.01152482269503546,0.020833333333333332,0.020833333333333332,0.020833333333333332
2016-05-19,0.01152482269503546,0.02127659574468085,0.02127659574468085,0.02127659574468085
2016-05-20,0.01551418439716312,0.02349290780141844,0.02349290780141844,0.02349290780141844
2016-05-21,0.015957446808510637,0.023936170212765957,0.023936170212765957,0.023936170212765957
2016-05-22,0.013297872340425532,0.023936170212765957,0.023936170212765957,0.023936170212765957
2016-05-23,0.013297872340425532,0.023936170212765957,0.023936170212765957,0.023936170212765957
2016-05-24,0.015070921985815602,0.024822695035460994,0.024822695035460994,0.024822695035460994
2016-05-25,0.01551418439716312,0.026152482269503546,0.026152482269503546,0.026152482269503546
2016-05-26,0.01551418439716312,0.026595744680851064,0.026595744680851064,0.026595744680851064
2016-05-27,0.016400709219858155,0.0274822695035461,0.0274822695035461,0.0274822695035461
2016-05-28,0.017287234042553192,0.028368794326241134,0.028368794326241134,0.028368794326241134
2016-05-29,0.014627659574468085,0.028368794326241134,0.028368794326241134,0.028368794326241134
2016-05-30,0.014627659574468085,0.028368794326241134,0.028368794326241134,0.028368794326241134
2016-05-31,0.016843971631205674,0.02925531914893617,0.02925531914893617,0.02925531914893617
2016-06-01,0.017287234042553192,0.030141843971631204,0.030141843971631204,0.030141843971631204
2016-06-02,0.015957446808510637,0.030585106382978722,0.030585106382978722,0.030585106382978722
2016-06-03,0.015957446808510637,0.03102836879432624,0.03102836879432624,0.03102836879432624
2016-06-04,0.016843971631205674,0.031914893617021274,0.031914893617021274,0.031914893617021274
2016-06-05,0.016400709219858155,0.031914893617021274,0.031914893617021274,0.031914893617021274
2016-06-06,0.016400709219858155,0.031914893617021274,0.031914893617021274,0.031914893617021274
2016-06-07,0.016843971631205674,0.03235815602836879,0.03235815602836879,0.03235815602836879
2016-06-08,0.016843971631205674,0.03280141843971631,0.03324468085106383,0.03324468085106383
2016-06-09,0.018173758865248225,0.03368794326241135,0.034131205673758866,0.034131205673758866
2016-06-10,0.017287234042553192,0.03368794326241135,0.034131205673758866,0.034131205673758866
2016-06-11,0.018173758865248225,0.034574468085106384,0.0350177304964539,0.0350177304964539
2016-06-12,0.016843971631205674,0.03324468085106383,0.0350177304964539,0.0350177304964539
2016-06-13,0.016843971631205674,0.03324468085106383,0.0350177304964539,0.0350177304964539
2016-06-14,0.01773049645390071,0.03368794326241135,0.03546099290780142,0.03546099290780142
2016-06-15,0.018617021276595744,0.03368794326241135,0.03590425531914894,0.03590425531914894
2016-06-16,0.01773049645390071,0.03324468085106383,0.03590425531914894,0.03590425531914894
2016-06-17,0.018617021276595744,0.03368794326241135,0.03679078014184397,0.03679078014184397
2016-06-18,0.01773049645390071,0.03368794326241135,0.03679078014184397,0.03679078014184397
2016-06-19,0.01773049645390071,0.03368794326241135,0.03679078014184397,0.03679078014184397
2016-06-20,0.01773049645390071,0.03368794326241135,0.03679078014184397,0.03679078014184397
2016-06-21,0.018617021276595744,0.034574468085106384,0.037677304964539006,0.037677304964539006
2016-06-22,0.018617021276595744,0.0350177304964539,0.038120567375886524,0.038120567375886524
2016-06-23,0.020390070921985817,0.0350177304964539,0.038120567375886524,0.038120567375886524
2016-06-24,0.020833333333333332,0.0350177304964539,0.038120567375886524,0.038120567375886524
2016-06-25,0.022606382978723406,0.037677304964539006,0.040336879432624116,0.040336879432624116
2016-06-26,0.02127659574468085,0.03679078014184397,0.040336879432624116,0.040336879432624116
2016-06-27,0.02127659574468085,0.03679078014184397,0.040336879432624116,0.040336879432624116
2016-06-28,0.02304964539007092,0.03723404255319149,0.040780141843971635,0.040780141843971635
2016-06-29,0.02127659574468085,0.03723404255319149,0.040780141843971635,0.040780141843971635
2016-06-30,0.01773049645390071,0.03679078014184397,0.040780141843971635,0.040780141843971635
2016-07-01,0.01551418439716312,0.037677304964539006,0.041666666666666664,0.041666666666666664
2016-07-02,0.015957446808510637,0.03900709219858156,0.04299645390070922,0.04299645390070922
2016-07-03,0.01551418439716312,0.037677304964539006,0.04299645390070922,0.04299645390070922
2016-07-04,0.01551418439716312,0.037677304964539006,0.04299645390070922,0.04299645390070922
2016-07-05,0.01551418439716312,0.037677304964539006,0.04299645390070922,0.04299645390070922
2016-07-06,0.015957446808510637,0.03856382978723404,0.043882978723404256,0.043882978723404256
2016-07-07,0.01950354609929078,0.03900709219858156,0.044326241134751775,0.044326241134751775
2016-07-08,0.020833333333333332,0.0398936170212766,0.04521276595744681,0.04521276595744681
2016-07-09,0.020833333333333332,0.0398936170212766,0.04521276595744681,0.04521276595744681
2016-07-10,0.019060283687943262,0.038120567375886524,0.04521276595744681,0.04521276595744681
2016-07-11,0.019060283687943262,0.038120567375886524,0.04521276595744681,0.04521276595744681
2016-07-12,0.01950354609929078,0.038120567375886524,0.04521276595744681,0.04521276595744681
2016-07-13,0.018617021276595744,0.038120567375886524,0.04565602836879433,0.04565602836879433
2016-07-14,0.018173758865248225,0.038120567375886524,0.04565602836879433,0.04565602836879433
2016-07-15,0.020390070921985817,0.03945035460992908,0.04698581560283688,0.04698581560283688
2016-07-16,0.022163120567375887,0.0398936170212766,0.04698581560283688,0.04698581560283688
2016-07-17,0.020833333333333332,0.03900709219858156,0.04698581560283688,0.04698581560283688
2016-07-18,0.020833333333333332,0.03900709219858156,0.04698581560283688,0.04698581560283688
2016-07-19,0.02349290780141844,0.03900709219858156,0.04698581560283688,0.04698581560283688
2016-07-20,0.022606382978723406,0.03856382978723404,0.04698581560283688,0.04698581560283688
2016-07-21,0.020833333333333332,0.038120567375886524,0.04698581560283688,0.04698581560283688
2016-07-22,0.02127659574468085,0.038120567375886524,0.047429078014184396,0.047429078014184396
2016-07-23,0.02171985815602837,0.03856382978723404,0.047872340425531915,0.047872340425531915
2016-07-24,0.020833333333333332,0.03856382978723404,0.047872340425531915,0.047872340425531915
2016-07-25,0.020833333333333332,0.03856382978723404,0.047872340425531915,0.047872340425531915
2016-07-26,0.02304964539007092,0.03900709219858156,0.047872340425531915,0.047872340425531915
2016-07-27,0.022163120567375887,0.03945035460992908,0.04831560283687943,0.04831560283687943
2016-07-28,0.020833333333333332,0.03945035460992908,0.04831560283687943,0.04831560283687943
2016-07-29,0.020390070921985817,0.03945035460992908,0.04831560283687943,0.04831560283687943
2016-07-30,0.019060283687943262,0.03945035460992908,0.04831560283687943,0.04831560283687943
2016-07-31,0.015070921985815602,0.03900709219858156,0.04831560283687943,0.04831560283687943
2016-08-01,0.015070921985815602,0.03900709219858156,0.047872340425531915,0.04831560283687943
2016-08-02,0.018173758865248225,0.03945035460992908,0.04831560283687943,0.04875886524822695
2016-08-03,0.019060283687943262,0.03900709219858156,0.04831560283687943,0.04875886524822695
2016-08-04,0.018617021276595744,0.038120567375886524,0.047872340425531915,0.04875886524822695
2016-08-05,0.020833333333333332,0.03900709219858156,0.04831560283687943,0.04964539007092199
2016-08-06,0.0199468085106383,0.03945035460992908,0.047872340425531915,0.04964539007092199
2016-08-07,0.017287234042553192,0.03945035460992908,0.047872340425531915,0.04964539007092199
2016-08-08,0.017287234042553192,0.03945035460992908,0.047872340425531915,0.04964539007092199
2016-08-09,0.019060283687943262,0.03945035460992908,0.047872340425531915,0.04964539007092199
2016-08-10,0.018173758865248225,0.03945035460992908,0.047872340425531915,0.04964539007092199
2016-08-11,0.016843971631205674,0.0398936170212766,0.04831560283687943,0.050088652482269506
2016-08-12,0.018173758865248225,0.040336879432624116,0.04875886524822695,0.05053191489361702
2016-08-13,0.01773049645390071,0.040336879432624116,0.04875886524822695,0.05053191489361702
2016-08-14,0.015957446808510637,0.040336879432624116,0.04875886524822695,0.05053191489361702
2016-08-15,0.015957446808510637,0.040336879432624116,0.04831560283687943,0.05053191489361702
2016-08-16,0.016400709219858155,0.040780141843971635,0.04875886524822695,0.050975177304964536
2016-08-17,0.016843971631205674,0.03945035460992908,0.04875886524822695,0.050975177304964536
2016-08-18,0.01773049645390071,0.03723404255319149,0.04920212765957447,0.051418439716312055
2016-08-19,0.01773049645390071,0.03679078014184397,0.04920212765957447,0.05186170212765957
2016-08-20,0.01773049645390071,0.03590425531914894,0.04920212765957447,0.05186170212765957
2016-08-21,0.01773049645390071,0.03590425531914894,0.04920212765957447,0.05186170212765957
2016-08-22,0.01773049645390071,0.03590425531914894,0.047872340425531915,0.05186170212765957
2016-08-23,0.018173758865248225,0.03590425531914894,0.047872340425531915,0.05186170212765957
2016-08-24,0.017287234042553192,0.03590425531914894,0.047872340425531915,0.05186170212765957
2016-08-25,0.017287234042553192,0.03590425531914894,0.047872340425531915,0.05186170212765957
2016-08-26,0.017287234042553192,0.03634751773049645,0.04831560283687943,0.05230496453900709
2016-08-27,0.01773049645390071,0.03634751773049645,0.04831560283687943,0.05230496453900709
2016-08-28,0.016843971631205674,0.03634751773049645,0.04831560283687943,0.05230496453900709
2016-08-29,0.016843971631205674,0.03634751773049645,0.04654255319148936,0.05230496453900709
2016-08-30,0.017287234042553192,0.03634751773049645,0.04654255319148936,0.05230496453900709
2016-08-31,0.016843971631205674,0.0350177304964539,0.04654255319148936,0.05230496453900709
2016-09-01,0.014184397163120567,0.03546099290780142,0.04654255319148936,0.05274822695035461
2016-09-02,0.01374113475177305,0.03546099290780142,0.04654255319148936,0.05274822695035461
2016-09-03,0.014184397163120567,0.03590425531914894,0.04698581560283688,0.05319148936170213
2016-09-04,0.012411347517730497,0.03590425531914894,0.04698581560283688,0.05319148936170213
2016-09-05,0.012411347517730497,0.03590425531914894,0.04609929078014184,0.05319148936170213
2016-09-06,0.012411347517730497,0.03590425531914894,0.04609929078014184,0.05319148936170213
2016-09-07,0.013297872340425532,0.03546099290780142,0.04609929078014184,0.05319148936170213
2016-09-08,0.022606382978723406,0.04210992907801418,0.054078014184397165,0.06028368794326241
2016-09-09,0.02304964539007092,0.0425531914893617,0.05452127659574468,0.060726950354609927
2016-09-10,0.015070921985815602,0.0425531914893617,0.054078014184397165,0.060726950354609927
2016-09-11,0.015070921985815602,0.0425531914893617,0.054078014184397165,0.060726950354609927
2016-09-12,0.015070921985815602,0.0425531914893617,0.054078014184397165,0.060726950354609927
2016-09-13,0.015070921985815602,0.0425531914893617,0.054078014184397165,0.060726950354609927
2016-09-14,0.015070921985815602,0.041223404255319146,0.054078014184397165,0.060726950354609927
2016-09-15,0.015070921985815602,0.0398936170212766,0.054078014184397165,0.060726950354609927
2016-09-16,0.015957446808510637,0.03945035460992908,0.05452127659574468,0.061170212765957445
2016-09-17,0.015957446808510637,0.03945035460992908,0.05452127659574468,0.061170212765957445
2016-09-18,0.01551418439716312,0.038120567375886524,0.05452127659574468,0.061170212765957445
2016-09-19,0.01551418439716312,0.038120567375886524,0.054078014184397165,0.061170212765957445
2016-09-20,0.01551418439716312,0.038120567375886524,0.054078014184397165,0.061170212765957445
2016-09-21,0.015070921985815602,0.03856382978723404,0.05452127659574468,0.06161347517730496
2016-09-22,0.016400709219858155,0.03900709219858156,0.05452127659574468,0.06205673758865248
2016-09-23,0.016843971631205674,0.03945035460992908,0.054078014184397165,0.0625
2016-09-24,0.017287234042553192,0.0398936170212766,0.0549645390070922,0.06338652482269504
2016-09-25,0.016843971631205674,0.03856382978723404,0.0549645390070922,0.06338652482269504
2016-09-26,0.016843971631205674,0.03856382978723404,0.0549645390070922,0.06338652482269504
2016-09-27,0.01773049645390071,0.03856382978723404,0.0549645390070922,0.06338652482269504
2016-09-28,0.015957446808510637,0.038120567375886524,0.0549645390070922,0.06338652482269504
2016-09-29,0.01551418439716312,0.03679078014184397,0.0549645390070922,0.06338652482269504
2016-09-30,0.014184397163120567,0.03679078014184397,0.0549645390070922,0.06338652482269504
2016-10-01,0.01374113475177305,0.0350177304964539,0.0549645390070922,0.06338652482269504
2016-10-02,0.010195035460992909,0.03368794326241135,0.0549645390070922,0.06338652482269504
2016-10-03,0.010195035460992909,0.03368794326241135,0.0549645390070922,0.06338652482269504
2016-10-04,0.01152482269503546,0.034574468085106384,0.05585106382978723,0.06427304964539007
2016-10-05,0.014184397163120567,0.034574468085106384,0.05585106382978723,0.06427304964539007
2016-10-06,0.014627659574468085,0.0350177304964539,0.0549645390070922,0.06471631205673758
2016-10-07,0.017287234042553192,0.03856382978723404,0.05540780141843971,0.0673758865248227
2016-10-08,0.018173758865248225,0.03856382978723404,0.05452127659574468,0.0673758865248227
2016-10-09,0.015070921985815602,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-10,0.015070921985815602,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-11,0.01551418439716312,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-12,0.016400709219858155,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-13,0.01551418439716312,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-14,0.01551418439716312,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-15,0.01551418439716312,0.03856382978723404,0.053634751773049646,0.0673758865248227
2016-10-16,0.015070921985815602,0.038120567375886524,0.053634751773049646,0.0673758865248227
2016-10-17,0.015070921985815602,0.038120567375886524,0.053634751773049646,0.0673758865248227
2016-10-18,0.015957446808510637,0.038120567375886524,0.053634751773049646,0.0673758865248227
2016-10-19,0.015957446808510637,0.038120567375886524,0.053634751773049646,0.0673758865248227
2016-10-20,0.014627659574468085,0.03590425531914894,0.05230496453900709,0.0673758865248227
2016-10-21,0.014184397163120567,0.03546099290780142,0.05230496453900709,0.0673758865248227
2016-10-22,0.014627659574468085,0.03546099290780142,0.05230496453900709,0.0673758865248227
2016-10-23,0.014627659574468085,0.034574468085106384,0.05230496453900709,0.0673758865248227
2016-10-24,0.014627659574468085,0.034574468085106384,0.05230496453900709,0.0673758865248227
2016-10-25,0.017287234042553192,0.03634751773049645,0.054078014184397165,0.06914893617021277
2016-10-26,0.016843971631205674,0.03679078014184397,0.054078014184397165,0.06914893617021277
2016-10-27,0.014184397163120567,0.03679078014184397,0.053634751773049646,0.06914893617021277
2016-10-28,0.013297872340425532,0.03679078014184397,0.05186170212765957,0.06914893617021277
2016-10-29,0.015957446808510637,0.03102836879432624,0.053634751773049646,0.07136524822695035
2016-10-30,0.015957446808510637,0.03102836879432624,0.053634751773049646,0.07136524822695035
2016-10-31,0.015957446808510637,0.03102836879432624,0.053634751773049646,0.07136524822695035
2016-11-01,0.016400709219858155,0.031471631205673756,0.054078014184397165,0.07180851063829788
2016-11-02,0.014627659574468085,0.03235815602836879,0.054078014184397165,0.07180851063829788
2016-11-03,0.01773049645390071,0.034131205673758866,0.0549645390070922,0.07358156028368794
2016-11-04,0.017287234042553192,0.034574468085106384,0.054078014184397165,0.07402482269503546
2016-11-05,0.016400709219858155,0.034574468085106384,0.053634751773049646,0.07402482269503546
2016-11-06,0.015070921985815602,0.034574468085106384,0.053634751773049646,0.07402482269503546
2016-11-07,0.015070921985815602,0.034574468085106384,0.05230496453900709,0.07402482269503546
2016-11-08,0.01551418439716312,0.034574468085106384,0.05230496453900709,0.07402482269503546
2016-11-09,0.01551418439716312,0.034131205673758866,0.05230496453900709,0.07402482269503546
2016-11-10,0.017287234042553192,0.03546099290780142,0.054078014184397165,0.07446808510638298
2016-11-11,0.016400709219858155,0.03546099290780142,0.054078014184397165,0.07446808510638298
2016-11-12,0.014627659574468085,0.034574468085106384,0.054078014184397165,0.07446808510638298
2016-11-13,0.014627659574468085,0.034574468085106384,0.053634751773049646,0.07446808510638298
2016-11-14,0.014627659574468085,0.034574468085106384,0.05230496453900709,0.07446808510638298
2016-11-15,0.014627659574468085,0.034574468085106384,0.05230496453900709,0.07446808510638298
2016-11-16,0.01551418439716312,0.03368794326241135,0.05274822695035461,0.07446808510638298
2016-11-17,0.020390070921985817,0.03856382978723404,0.05274822695035461,0.0749113475177305
2016-11-18,0.019060283687943262,0.037677304964539006,0.051418439716312055,0.0749113475177305
2016-11-19,0.014184397163120567,0.037677304964539006,0.051418439716312055,0.0749113475177305
2016-11-20,0.014184397163120567,0.03590425531914894,0.04964539007092199,0.0749113475177305
2016-11-21,0.014184397163120567,0.03590425531914894,0.04920212765957447,0.0749113475177305
2016-11-22,0.014627659574468085,0.03590425531914894,0.04920212765957447,0.0749113475177305
2016-11-23,0.015070921985815602,0.03590425531914894,0.04920212765957447,0.0749113475177305
2016-11-24,0.01551418439716312,0.03590425531914894,0.04920212765957447,0.0749113475177305
2016-11-25,0.014627659574468085,0.03590425531914894,0.04920212765957447,0.0749113475177305
2016-11-26,0.015070921985815602,0.03634751773049645,0.04964539007092199,0.07535460992907801
2016-11-27,0.014627659574468085,0.034574468085106384,0.04964539007092199,0.07535460992907801
2016-11-28,0.014627659574468085,0.034574468085106384,0.04964539007092199,0.07535460992907801
2016-11-29,0.016843971631205674,0.03634751773049645,0.051418439716312055,0.07668439716312057
2016-11-30,0.016843971631205674,0.03634751773049645,0.051418439716312055,0.07668439716312057
2016-12-01,0.015957446808510637,0.03634751773049645,0.051418439716312055,0.07668439716312057
2016-12-02,0.014184397163120567,0.03590425531914894,0.051418439716312055,0.07668439716312057
2016-12-03,0.014627659574468085,0.03590425531914894,0.051418439716312055,0.07668439716312057
2016-12-04,0.014627659574468085,0.03590425531914894,0.051418439716312055,0.07668439716312057
2016-12-05,0.014627659574468085,0.03590425531914894,0.050975177304964536,0.07668439716312057
2016-12-06,0.015957446808510637,0.03634751773049645,0.050975177304964536,0.07668439716312057
2016-12-07,0.014627659574468085,0.03634751773049645,0.050975177304964536,0.07668439716312057
2016-12-08,0.015070921985815602,0.03590425531914894,0.050975177304964536,0.07668439716312057
2016-12-09,0.014184397163120567,0.03546099290780142,0.04920212765957447,0.07668439716312057
2016-12-10,0.014627659574468085,0.03546099290780142,0.04875886524822695,0.07668439716312057
2016-12-11,0.014184397163120567,0.03546099290780142,0.04875886524822695,0.07668439716312057
2016-12-12,0.014184397163120567,0.03546099290780142,0.047872340425531915,0.07668439716312057
2016-12-13,0.014627659574468085,0.03546099290780142,0.047872340425531915,0.07668439716312057
2016-12-14,0.014627659574468085,0.0350177304964539,0.04831560283687943,0.07712765957446809
2016-12-15,0.015070921985815602,0.03324468085106383,0.04831560283687943,0.07712765957446809
2016-12-16,0.013297872340425532,0.03324468085106383,0.04831560283687943,0.07712765957446809
2016-12-17,0.013297872340425532,0.03324468085106383,0.04831560283687943,0.07712765957446809
2016-12-18,0.012854609929078014,0.03324468085106383,0.044326241134751775,0.07712765957446809
2016-12-19,0.012854609929078014,0.03324468085106383,0.044326241134751775,0.07712765957446809
2016-12-20,0.01374113475177305,0.03368794326241135,0.04476950354609929,0.07712765957446809
2016-12-21,0.014184397163120567,0.03324468085106383,0.04476950354609929,0.07712765957446809
2016-12-22,0.01374113475177305,0.03280141843971631,0.04476950354609929,0.07712765957446809
2016-12-23,0.01374113475177305,0.031914893617021274,0.04476950354609929,0.07712765957446809
2016-12-24,0.013297872340425532,0.03102836879432624,0.04476950354609929,0.07712765957446809
2016-12-25,0.011968085106382979,0.02969858156028369,0.04476950354609929,0.07712765957446809
2016-12-26,0.011968085106382979,0.02969858156028369,0.04476950354609929,0.07712765957446809
2016-12-27,0.011968085106382979,0.02969858156028369,0.04476950354609929,0.07712765957446809
2016-12-28,0.011968085106382979,0.02925531914893617,0.04476950354609929,0.07712765957446809
2016-12-29,0.01152482269503546,0.02925531914893617,0.044326241134751775,0.07712765957446809
2016-12-30,0.013297872340425532,0.02969858156028369,0.04476950354609929,0.07801418439716312
2016-12-31,0.013297872340425532,0.028368794326241134,0.04521276595744681,0.07845744680851063
2017-01-01,0.008421985815602837,0.028368794326241134,0.044326241134751775,0.07801418439716312
2017-01-02,0.008421985815602837,0.028368794326241134,0.044326241134751775,0.0775709219858156
2017-01-03,0.00975177304964539,0.028368794326241134,0.044326241134751775,0.07712765957446809
2017-01-04,0.012411347517730497,0.02969858156028369,0.04565602836879433,0.07845744680851063
2017-01-05,0.013297872340425532,0.030141843971631204,0.04521276595744681,0.07845744680851063
2017-01-06,0.012854609929078014,0.028812056737588652,0.04521276595744681,0.07845744680851063
2017-01-07,0.012854609929078014,0.023936170212765957,0.044326241134751775,0.07845744680851063
2017-01-08,0.012854609929078014,0.023936170212765957,0.044326241134751775,0.07845744680851063
2017-01-09,0.012854609929078014,0.023936170212765957,0.04299645390070922,0.07845744680851063
2017-01-10,0.012854609929078014,0.023936170212765957,0.04299645390070922,0.07845744680851063
2017-01-11,0.014627659574468085,0.02526595744680851,0.044326241134751775,0.07890070921985816
2017-01-12,0.015070921985815602,0.025709219858156027,0.04476950354609929,0.07890070921985816
2017-01-13,0.014627659574468085,0.02526595744680851,0.04476950354609929,0.07890070921985816
2017-01-14,0.015070921985815602,0.02526595744680851,0.04476950354609929,0.07890070921985816
2017-01-15,0.015070921985815602,0.02526595744680851,0.04476950354609929,0.07890070921985816
2017-01-16,0.015070921985815602,0.02526595744680851,0.04299645390070922,0.07845744680851063
2017-01-17,0.015070921985815602,0.02526595744680851,0.04299645390070922,0.07845744680851063
2017-01-18,0.012854609929078014,0.02526595744680851,0.04299645390070922,0.07845744680851063
2017-01-19,0.012854609929078014,0.024822695035460994,0.04299645390070922,0.07845744680851063
2017-01-20,0.012411347517730497,0.02349290780141844,0.04343971631205674,0.07890070921985816
2017-01-21,0.012411347517730497,0.02349290780141844,0.04299645390070922,0.07890070921985816
2017-01-22,0.012411347517730497,0.02349290780141844,0.0425531914893617,0.07890070921985816
2017-01-23,0.012411347517730497,0.02349290780141844,0.0425531914893617,0.07890070921985816
2017-01-24,0.01374113475177305,0.02349290780141844,0.0425531914893617,0.07890070921985816
2017-01-25,0.014184397163120567,0.023936170212765957,0.04299645390070922,0.07934397163120567
2017-01-26,0.015070921985815602,0.024822695035460994,0.04343971631205674,0.0775709219858156
2017-01-27,0.015070921985815602,0.024379432624113476,0.04343971631205674,0.0775709219858156
2017-01-28,0.015957446808510637,0.024379432624113476,0.04299645390070922,0.0775709219858156
2017-01-29,0.015070921985815602,0.024379432624113476,0.04299645390070922,0.07712765957446809
2017-01-30,0.015070921985815602,0.024379432624113476,0.04299645390070922,0.07712765957446809
2017-01-31,0.015070921985815602,0.024379432624113476,0.04299645390070922,0.07712765957446809
2017-02-01,0.015070921985815602,0.024379432624113476,0.04299645390070922,0.07712765957446809
2017-02-02,0.015070921985815602,0.024822695035460994,0.0425531914893617,0.07668439716312057
2017-02-03,0.01551418439716312,0.024822695035460994,0.041223404255319146,0.07712765957446809
2017-02-04,0.015957446808510637,0.024822695035460994,0.041223404255319146,0.07712765957446809
2017-02-05,0.015070921985815602,0.024822695035460994,0.041223404255319146,0.07668439716312057
2017-02-06,0.015070921985815602,0.024822695035460994,0.041223404255319146,0.07668439716312057
2017-02-07,0.01551418439716312,0.024822695035460994,0.041223404255319146,0.07624113475177305
2017-02-08,0.015070921985815602,0.024379432624113476,0.041223404255319146,0.07624113475177305
2017-02-09,0.01551418439716312,0.023936170212765957,0.040336879432624116,0.07624113475177305
2017-02-10,0.014184397163120567,0.02349290780141844,0.0398936170212766,0.07624113475177305
2017-02-11,0.014627659574468085,0.023936170212765957,0.03945035460992908,0.07624113475177305
2017-02-12,0.01374113475177305,0.02304964539007092,0.03856382978723404,0.07624113475177305
2017-02-13,0.01374113475177305,0.02304964539007092,0.03723404255319149,0.07624113475177305
2017-02-14,0.014184397163120567,0.02304964539007092,0.03723404255319149,0.07624113475177305
2017-02-15,0.01374113475177305,0.02304964539007092,0.03723404255319149,0.07624113475177305
