,degree min network-1,degree min network-50,degree min network-100,degree min network-250,degree max network-1,degree max network-50,degree max network-100,degree max network-250,degree av. network-1,degree av. network-50,degree av. network-100,degree av. network-250
2016-03-20,0,0,0,0,11,11,11,11,1.1481481481481481,1.2592592592592593,1.2592592592592593,1.2592592592592593
2016-03-21,0,0,0,0,11,11,11,11,1.1481481481481481,1.2592592592592593,1.2592592592592593,1.2592592592592593
2016-03-22,0,0,0,0,11,11,11,11,1.1851851851851851,1.2962962962962963,1.2962962962962963,1.2962962962962963
2016-03-23,0,0,0,0,11,11,11,11,1.2222222222222223,1.3333333333333333,1.3333333333333333,1.3333333333333333
2016-03-24,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-25,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-26,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-27,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-28,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-29,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-30,0,0,0,0,11,11,11,11,1.2592592592592593,1.3703703703703705,1.3703703703703705,1.3703703703703705
2016-03-31,0,0,0,0,12,12,12,12,1.2962962962962963,1.4074074074074074,1.4074074074074074,1.4074074074074074
2016-04-01,0,0,0,0,12,12,12,12,1.4074074074074074,1.5185185185185186,1.5185185185185186,1.5185185185185186
2016-04-02,0,0,0,0,20,20,20,20,2.888888888888889,2.925925925925926,2.925925925925926,2.925925925925926
2016-04-03,0,0,0,0,20,20,20,20,2.8518518518518516,2.925925925925926,2.925925925925926,2.925925925925926
2016-04-04,0,0,0,0,20,20,20,20,2.8518518518518516,2.925925925925926,2.925925925925926,2.925925925925926
2016-04-05,0,0,0,0,21,21,21,21,3.2962962962962963,3.3703703703703702,3.3703703703703702,3.3703703703703702
2016-04-06,0,0,0,0,22,22,22,22,3.5185185185185186,3.6296296296296298,3.6296296296296298,3.6296296296296298
2016-04-07,0,0,0,0,21,22,22,22,3.6296296296296298,3.962962962962963,3.962962962962963,3.962962962962963
2016-04-08,0,0,0,0,24,24,24,24,3.7777777777777777,4.2592592592592595,4.2592592592592595,4.2592592592592595
2016-04-09,0,0,0,0,24,24,24,24,4.037037037037037,4.481481481481482,4.481481481481482,4.481481481481482
2016-04-10,0,0,0,0,24,24,24,24,3.962962962962963,4.481481481481482,4.481481481481482,4.481481481481482
2016-04-11,0,0,0,0,24,24,24,24,3.962962962962963,4.481481481481482,4.481481481481482,4.481481481481482
2016-04-12,0,0,0,0,24,24,24,24,4.444444444444445,4.962962962962963,4.962962962962963,4.962962962962963
2016-04-13,0,0,0,0,25,25,25,25,4.7407407407407405,5.296296296296297,5.296296296296297,5.296296296296297
2016-04-14,0,0,0,0,25,25,25,25,4.7407407407407405,5.444444444444445,5.444444444444445,5.444444444444445
2016-04-15,0,0,0,0,21,25,25,25,4.407407407407407,5.518518518518518,5.518518518518518,5.518518518518518
2016-04-16,0,0,0,0,25,26,26,26,4.888888888888889,5.962962962962963,5.962962962962963,5.962962962962963
2016-04-17,0,0,0,0,25,26,26,26,4.592592592592593,5.962962962962963,5.962962962962963,5.962962962962963
2016-04-18,0,0,0,0,25,26,26,26,4.592592592592593,5.962962962962963,5.962962962962963,5.962962962962963
2016-04-19,0,0,0,0,26,26,26,26,5.481481481481482,6.333333333333333,6.333333333333333,6.333333333333333
2016-04-20,0,0,0,0,26,26,26,26,5.592592592592593,6.444444444444445,6.444444444444445,6.444444444444445
2016-04-21,0,0,0,0,25,26,26,26,5.481481481481482,6.481481481481482,6.481481481481482,6.481481481481482
2016-04-22,0,0,0,0,26,26,26,26,5.851851851851852,6.777777777777778,6.777777777777778,6.777777777777778
2016-04-23,0,0,0,0,28,28,28,28,6.037037037037037,7.0,7.0,7.0
2016-04-24,0,0,0,0,28,28,28,28,5.925925925925926,7.0,7.0,7.0
2016-04-25,0,0,0,0,28,28,28,28,5.925925925925926,7.0,7.0,7.0
2016-04-26,0,0,0,0,28,28,28,28,6.074074074074074,7.111111111111111,7.111111111111111,7.111111111111111
2016-04-27,0,0,0,0,28,28,28,28,5.925925925925926,7.185185185185185,7.185185185185185,7.185185185185185
2016-04-28,0,0,0,0,28,28,28,28,6.111111111111111,7.333333333333333,7.333333333333333,7.333333333333333
2016-04-29,0,0,0,0,29,29,29,29,6.296296296296297,7.62962962962963,7.62962962962963,7.62962962962963
2016-04-30,0,0,0,0,29,29,29,29,6.37037037037037,7.777777777777778,7.777777777777778,7.777777777777778
2016-05-01,0,0,0,0,29,29,29,29,6.2592592592592595,7.777777777777778,7.777777777777778,7.777777777777778
2016-05-02,0,0,0,0,29,29,29,29,6.2592592592592595,7.777777777777778,7.777777777777778,7.777777777777778
2016-05-03,0,0,0,0,29,29,29,29,6.296296296296297,7.814814814814815,7.814814814814815,7.814814814814815
2016-05-04,0,0,0,0,29,29,29,29,6.555555555555555,8.148148148148149,8.148148148148149,8.148148148148149
2016-05-05,0,0,0,0,29,29,29,29,6.925925925925926,8.333333333333334,8.333333333333334,8.333333333333334
2016-05-06,0,0,0,0,30,30,30,30,6.962962962962963,8.444444444444445,8.444444444444445,8.444444444444445
2016-05-07,0,0,0,0,31,31,31,31,7.185185185185185,8.555555555555555,8.592592592592593,8.592592592592593
2016-05-08,0,0,0,0,30,31,31,31,6.851851851851852,8.555555555555555,8.592592592592593,8.592592592592593
2016-05-09,0,0,0,0,30,31,31,31,6.851851851851852,8.555555555555555,8.592592592592593,8.592592592592593
2016-05-10,0,0,0,0,30,31,31,31,7.148148148148148,8.74074074074074,8.777777777777779,8.777777777777779
2016-05-11,0,0,0,0,29,31,31,31,7.111111111111111,8.925925925925926,8.925925925925926,8.925925925925926
2016-05-12,0,0,0,0,29,31,31,31,7.296296296296297,9.037037037037036,9.037037037037036,9.037037037037036
2016-05-13,0,0,0,0,29,32,32,32,7.518518518518518,9.333333333333334,9.333333333333334,9.333333333333334
2016-05-14,0,0,0,0,27,33,33,33,7.555555555555555,9.518518518518519,9.518518518518519,9.518518518518519
2016-05-15,0,0,0,0,27,33,33,33,7.333333333333333,9.518518518518519,9.518518518518519,9.518518518518519
2016-05-16,0,0,0,0,27,33,33,33,7.185185185185185,9.518518518518519,9.518518518518519,9.518518518518519
2016-05-17,0,0,0,0,27,34,34,34,7.333333333333333,9.555555555555555,9.555555555555555,9.555555555555555
2016-05-18,0,0,0,0,28,35,35,35,7.0,9.666666666666666,9.666666666666666,9.666666666666666
2016-05-19,0,0,0,0,29,35,35,35,7.0,9.703703703703704,9.703703703703704,9.703703703703704
2016-05-20,0,0,0,0,31,37,37,37,7.185185185185185,10.0,10.0,10.0
2016-05-21,0,0,0,0,30,37,37,37,7.222222222222222,10.074074074074074,10.074074074074074,10.074074074074074
2016-05-22,0,0,0,0,27,37,37,37,6.518518518518518,10.037037037037036,10.074074074074074,10.074074074074074
2016-05-23,0,0,0,0,27,37,37,37,6.481481481481482,10.037037037037036,10.074074074074074,10.074074074074074
2016-05-24,0,0,0,0,30,37,37,37,7.666666666666667,10.518518518518519,10.555555555555555,10.555555555555555
2016-05-25,0,0,0,0,32,40,40,40,7.814814814814815,10.666666666666666,10.74074074074074,10.74074074074074
2016-05-26,0,0,0,0,36,43,43,43,8.148148148148149,10.88888888888889,10.962962962962964,10.962962962962964
2016-05-27,0,0,0,0,38,44,45,45,8.074074074074074,11.11111111111111,11.222222222222221,11.222222222222221
2016-05-28,0,0,0,0,36,45,46,46,8.148148148148149,11.25925925925926,11.407407407407407,11.407407407407407
2016-05-29,0,0,0,0,35,45,46,46,7.962962962962963,11.25925925925926,11.407407407407407,11.407407407407407
2016-05-30,0,0,0,0,35,45,46,46,7.888888888888889,11.25925925925926,11.407407407407407,11.407407407407407
2016-05-31,0,0,0,0,37,46,47,47,8.222222222222221,11.444444444444445,11.592592592592593,11.592592592592593
2016-06-01,0,0,0,0,37,46,47,47,8.851851851851851,11.777777777777779,11.925925925925926,11.925925925925926
2016-06-02,0,0,0,0,36,46,47,47,9.185185185185185,12.296296296296296,12.481481481481481,12.481481481481481
2016-06-03,0,0,0,0,35,46,47,47,9.148148148148149,12.37037037037037,12.555555555555555,12.555555555555555
2016-06-04,0,0,0,0,34,46,47,47,9.296296296296296,12.592592592592593,12.777777777777779,12.777777777777779
2016-06-05,0,0,0,0,34,46,47,47,9.148148148148149,12.555555555555555,12.777777777777779,12.777777777777779
2016-06-06,0,0,0,0,34,46,47,47,8.777777777777779,12.555555555555555,12.777777777777779,12.777777777777779
2016-06-07,0,0,0,0,34,46,47,47,8.962962962962964,12.62962962962963,12.851851851851851,12.851851851851851
2016-06-08,0,0,0,0,33,47,48,48,9.25925925925926,12.74074074074074,12.962962962962964,12.962962962962964
2016-06-09,0,0,0,0,33,46,48,48,9.296296296296296,12.814814814814815,13.074074074074074,13.074074074074074
2016-06-10,0,0,0,0,35,46,48,48,9.444444444444445,12.88888888888889,13.25925925925926,13.25925925925926
2016-06-11,0,0,0,0,32,46,48,48,9.222222222222221,12.925925925925926,13.296296296296296,13.296296296296296
2016-06-12,0,0,0,0,32,46,48,48,9.074074074074074,12.925925925925926,13.296296296296296,13.296296296296296
2016-06-13,0,0,0,0,31,46,48,48,8.74074074074074,12.925925925925926,13.296296296296296,13.296296296296296
2016-06-14,0,0,0,0,33,46,48,48,8.962962962962964,13.037037037037036,13.407407407407407,13.407407407407407
2016-06-15,0,0,0,0,32,46,48,48,9.333333333333334,13.0,13.518518518518519,13.518518518518519
2016-06-16,0,0,0,0,33,46,48,48,9.37037037037037,13.148148148148149,13.703703703703704,13.703703703703704
2016-06-17,0,0,0,0,35,46,48,48,9.62962962962963,13.222222222222221,13.851851851851851,13.851851851851851
2016-06-18,0,0,0,0,36,47,49,49,9.962962962962964,13.37037037037037,13.962962962962964,13.962962962962964
2016-06-19,0,0,0,0,35,47,49,49,9.814814814814815,13.333333333333334,13.962962962962964,13.962962962962964
2016-06-20,0,0,0,0,32,47,49,49,9.444444444444445,13.333333333333334,13.962962962962964,13.962962962962964
2016-06-21,0,0,0,0,33,47,49,49,9.777777777777779,13.407407407407407,14.037037037037036,14.037037037037036
2016-06-22,0,0,0,0,35,47,49,49,10.0,13.481481481481481,14.11111111111111,14.11111111111111
2016-06-23,0,0,0,0,35,47,50,50,10.037037037037036,13.555555555555555,14.25925925925926,14.25925925925926
2016-06-24,0,0,0,0,35,47,50,50,9.777777777777779,13.592592592592593,14.333333333333334,14.333333333333334
2016-06-25,0,0,0,0,35,48,51,51,9.851851851851851,13.74074074074074,14.481481481481481,14.481481481481481
2016-06-26,0,0,0,0,35,48,51,51,9.74074074074074,13.62962962962963,14.481481481481481,14.481481481481481
2016-06-27,0,0,0,0,32,48,51,51,9.333333333333334,13.62962962962963,14.481481481481481,14.481481481481481
2016-06-28,0,0,0,0,32,49,52,52,9.555555555555555,13.777777777777779,14.592592592592593,14.592592592592593
2016-06-29,0,0,0,0,33,50,52,52,9.666666666666666,13.88888888888889,14.777777777777779,14.777777777777779
2016-06-30,0,0,0,0,34,51,53,53,9.518518518518519,14.0,14.925925925925926,14.925925925925926
2016-07-01,0,0,0,0,36,52,54,54,9.777777777777779,14.11111111111111,15.11111111111111,15.11111111111111
2016-07-02,0,0,0,0,38,54,56,56,10.444444444444445,14.518518518518519,15.592592592592593,15.592592592592593
2016-07-03,0,0,0,0,37,54,56,56,10.037037037037036,14.518518518518519,15.592592592592593,15.592592592592593
2016-07-04,0,0,0,0,37,54,56,56,9.962962962962964,14.518518518518519,15.592592592592593,15.592592592592593
2016-07-05,0,0,0,0,38,55,57,57,10.407407407407407,14.703703703703704,15.703703703703704,15.703703703703704
2016-07-06,0,0,0,0,38,55,57,57,10.444444444444445,14.814814814814815,15.851851851851851,15.851851851851851
2016-07-07,0,0,0,0,36,56,58,58,10.407407407407407,14.74074074074074,15.962962962962964,15.962962962962964
2016-07-08,0,0,0,0,36,56,58,58,10.481481481481481,14.962962962962964,16.25925925925926,16.25925925925926
2016-07-09,0,0,0,0,34,56,58,58,10.37037037037037,15.185185185185185,16.40740740740741,16.40740740740741
2016-07-10,0,0,0,0,34,55,58,58,10.333333333333334,15.148148148148149,16.40740740740741,16.40740740740741
2016-07-11,0,0,0,0,34,55,58,58,10.222222222222221,15.148148148148149,16.37037037037037,16.40740740740741
2016-07-12,0,0,0,0,36,56,59,59,10.74074074074074,15.333333333333334,16.555555555555557,16.59259259259259
2016-07-13,0,0,0,0,35,55,59,59,10.333333333333334,15.296296296296296,16.59259259259259,16.62962962962963
2016-07-14,0,0,0,0,37,55,59,59,10.37037037037037,15.185185185185185,16.59259259259259,16.666666666666668
2016-07-15,0,0,0,0,37,55,59,59,10.333333333333334,15.11111111111111,16.59259259259259,16.666666666666668
2016-07-16,0,0,0,0,37,54,58,59,10.481481481481481,15.185185185185185,16.666666666666668,16.77777777777778
2016-07-17,0,0,0,0,35,54,58,59,10.185185185185185,15.185185185185185,16.62962962962963,16.77777777777778
2016-07-18,0,0,0,0,35,54,58,59,10.11111111111111,15.185185185185185,16.62962962962963,16.77777777777778
2016-07-19,0,0,0,0,35,54,58,59,10.407407407407407,15.25925925925926,16.703703703703702,16.85185185185185
2016-07-20,0,0,0,0,36,53,59,60,10.592592592592593,15.296296296296296,16.88888888888889,17.037037037037038
2016-07-21,0,0,0,0,36,53,59,60,10.555555555555555,15.333333333333334,17.0,17.11111111111111
2016-07-22,0,0,0,0,36,53,59,60,10.481481481481481,15.222222222222221,16.962962962962962,17.11111111111111
2016-07-23,0,0,0,0,35,52,59,60,10.518518518518519,15.185185185185185,17.0,17.14814814814815
2016-07-24,0,0,0,0,35,52,59,60,10.185185185185185,15.11111111111111,17.0,17.14814814814815
2016-07-25,0,0,0,0,35,52,59,60,10.11111111111111,15.11111111111111,17.0,17.14814814814815
2016-07-26,0,0,0,0,39,52,59,60,10.777777777777779,15.222222222222221,17.074074074074073,17.22222222222222
2016-07-27,0,0,0,0,39,52,60,61,10.88888888888889,15.222222222222221,17.185185185185187,17.333333333333332
2016-07-28,0,0,0,0,41,53,61,62,11.333333333333334,15.37037037037037,17.37037037037037,17.51851851851852
2016-07-29,0,0,0,0,40,53,61,62,11.296296296296296,15.481481481481481,17.48148148148148,17.62962962962963
2016-07-30,0,0,0,0,43,53,61,62,11.555555555555555,15.555555555555555,17.555555555555557,17.703703703703702
2016-07-31,0,0,0,0,41,53,61,62,11.296296296296296,15.555555555555555,17.555555555555557,17.703703703703702
2016-08-01,0,0,0,0,41,53,61,62,11.222222222222221,15.555555555555555,17.555555555555557,17.703703703703702
2016-08-02,0,0,0,0,42,53,61,62,11.666666666666666,15.62962962962963,17.59259259259259,17.74074074074074
2016-08-03,0,0,0,0,39,53,61,62,11.222222222222221,15.518518518518519,17.62962962962963,17.77777777777778
2016-08-04,0,0,0,0,39,53,61,62,11.185185185185185,15.555555555555555,17.51851851851852,17.814814814814813
2016-08-05,0,0,0,0,38,53,61,62,11.11111111111111,15.62962962962963,17.59259259259259,17.88888888888889
2016-08-06,0,0,0,0,38,52,61,62,11.074074074074074,15.592592592592593,17.51851851851852,17.88888888888889
2016-08-07,0,0,0,0,37,52,61,62,10.962962962962964,15.592592592592593,17.51851851851852,17.88888888888889
2016-08-08,0,0,0,0,37,52,61,62,10.88888888888889,15.592592592592593,17.48148148148148,17.88888888888889
2016-08-09,0,0,0,0,41,52,61,62,11.222222222222221,15.703703703703704,17.59259259259259,18.0
2016-08-10,0,0,0,0,40,52,61,62,11.074074074074074,15.703703703703704,17.62962962962963,18.037037037037038
2016-08-11,0,0,0,0,39,52,61,62,11.148148148148149,15.74074074074074,17.703703703703702,18.11111111111111
2016-08-12,0,0,0,0,40,52,60,62,11.296296296296296,15.74074074074074,17.703703703703702,18.185185185185187
2016-08-13,0,0,0,0,41,52,60,62,11.37037037037037,15.74074074074074,17.666666666666668,18.185185185185187
2016-08-14,0,0,0,0,41,52,60,62,11.148148148148149,15.703703703703704,17.62962962962963,18.185185185185187
2016-08-15,0,0,0,0,41,51,60,62,11.074074074074074,15.592592592592593,17.51851851851852,18.185185185185187
2016-08-16,0,0,0,0,41,51,60,62,11.333333333333334,15.592592592592593,17.51851851851852,18.185185185185187
2016-08-17,0,0,0,0,41,51,60,62,11.222222222222221,15.37037037037037,17.51851851851852,18.185185185185187
2016-08-18,0,0,0,0,41,51,60,62,11.11111111111111,15.37037037037037,17.48148148148148,18.185185185185187
2016-08-19,0,0,0,0,39,51,60,62,10.962962962962964,15.296296296296296,17.51851851851852,18.22222222222222
2016-08-20,0,0,0,0,39,51,60,62,10.88888888888889,15.222222222222221,17.51851851851852,18.22222222222222
2016-08-21,0,0,0,0,38,50,60,62,10.666666666666666,15.074074074074074,17.444444444444443,18.22222222222222
2016-08-22,0,0,0,0,38,50,60,62,10.592592592592593,15.074074074074074,17.444444444444443,18.22222222222222
2016-08-23,0,0,0,0,38,50,60,62,10.88888888888889,15.11111111111111,17.48148148148148,18.25925925925926
2016-08-24,0,0,0,0,38,50,60,62,10.962962962962964,15.037037037037036,17.48148148148148,18.25925925925926
2016-08-25,0,0,0,0,39,48,60,62,11.037037037037036,14.925925925925926,17.48148148148148,18.296296296296298
2016-08-26,0,0,0,0,38,48,60,62,11.333333333333334,15.0,17.40740740740741,18.37037037037037
2016-08-27,0,0,0,0,40,48,60,62,11.407407407407407,14.962962962962964,17.40740740740741,18.40740740740741
2016-08-28,0,0,0,0,40,48,60,62,11.148148148148149,14.925925925925926,17.40740740740741,18.40740740740741
2016-08-29,0,0,0,0,40,48,59,62,11.074074074074074,14.925925925925926,17.37037037037037,18.40740740740741
2016-08-30,0,0,0,0,40,48,59,62,11.296296296296296,14.962962962962964,17.40740740740741,18.444444444444443
2016-08-31,0,0,0,0,40,48,59,62,11.222222222222221,14.814814814814815,17.444444444444443,18.444444444444443
2016-09-01,0,0,0,0,41,48,59,62,11.333333333333334,14.814814814814815,17.444444444444443,18.48148148148148
2016-09-02,0,0,0,0,41,48,59,62,11.37037037037037,14.74074074074074,17.37037037037037,18.48148148148148
2016-09-03,0,0,0,0,40,48,59,62,11.481481481481481,14.777777777777779,17.37037037037037,18.51851851851852
2016-09-04,0,0,0,0,40,48,59,62,11.296296296296296,14.777777777777779,17.296296296296298,18.51851851851852
2016-09-05,0,0,0,0,40,48,59,62,11.222222222222221,14.777777777777779,17.296296296296298,18.51851851851852
2016-09-06,0,0,0,0,40,48,59,62,11.481481481481481,14.88888888888889,17.37037037037037,18.59259259259259
2016-09-07,0,0,0,0,41,48,59,62,11.25925925925926,14.814814814814815,17.37037037037037,18.59259259259259
2016-09-08,0,0,0,0,40,48,57,62,11.185185185185185,14.814814814814815,17.333333333333332,18.666666666666668
2016-09-09,0,0,0,0,41,48,57,62,10.925925925925926,14.814814814814815,17.333333333333332,18.74074074074074
2016-09-10,0,0,0,0,42,48,57,62,10.925925925925926,14.814814814814815,17.25925925925926,18.74074074074074
