report_agent_lei,total assets,cash,loans,own funds,deposits,securities collateral FINREP,securities collateral SHSG (nominal value),securities collateral SHSG (market value),cash over total assets,loans over total assets,own funds over total assets,deposits over total assets,securities collateral FINREP over total assets,securities collateral SHSG (nominal value) over total assets,securities collateral SHSG (market value) over total assets
7047,33063754671.0,2736938299.0,0.0,1850031000.0,23592157909.0,336938249.0,0.0,0.0,0.08277760122024345,0.0,0.055953445650945684,0.7135353544614982,0.010190562213901445,0.0,0.0
13631,3481678660.0,1655304747.0,0.0,160843114.0,3066464644.0,0.0,0.0,0.0,0.4754329473358119,0.0,0.04619700141999894,0.880743153935981,0.0,0.0,0.0
8138,5071526692.0,1108817892.0,21585.0,942856206.0,3826321429.0,88135482.0,0.0,0.0,0.21863591761216347,4.256114836987631e-06,0.18591171125793218,0.7544713182789259,0.017378491202467282,0.0,0.0
12717,153170873.0,37858056.0,0.0,27920130.0,139553080.0,0.0,0.0,0.0,0.24716223952056474,0.0,0.18228093535772955,0.9110941086037944,0.0,0.0,0.0
8057,530960513.0,294723174.0,0.0,29496389.0,475171272.0,29291.0,0.0,0.0,0.5550755033265534,0.0,0.05555288628403145,0.8949277024673961,5.5166060908186596e-05,0.0,0.0
4319,3594222231.0,828371961.0,0.0,145283257.0,3076127795.0,0.0,0.0,0.0,0.23047321722494793,0.0,0.040421333925025185,0.8558535330588466,0.0,0.0,0.0
4775,250296982.0,89996676.0,0.0,15650816.0,220811679.0,0.0,0.0,0.0,0.35955957311542813,0.0,0.06252898406901286,0.8821987274301214,0.0,0.0,0.0
993,665002876.0,285598656.0,0.0,49942796.0,557913691.0,33223527.0,0.0,0.0,0.4294698057817121,0.0,0.07510162407177319,0.8389643280279588,0.0499599749099431,0.0,0.0
14849,2833493331.0,572843044.0,0.0,146555796.0,2619734929.0,4912484.0,0.0,0.0,0.20216848147577307,0.0,0.05172265429270566,0.9245601181900223,0.0017337199795936277,0.0,0.0
6737,678667227.0,253218724.0,188979.0,80349557.0,612631112.0,0.0,0.0,0.0,0.373111760706842,0.0002784560569328921,0.11839315912627678,0.9026973568594023,0.0,0.0,0.0
6249,1160550752.4357097,185030039.4440182,0.0,111693267.438,985551885.4792128,42947107.910429,0.0,0.0,0.1594329580638208,0.0,0.09624160529264522,0.8492105006272087,0.037005799031445734,0.0,0.0
14619,,,,,,,,,,,,,,,
9033,,,,,,,,,,,,,,,
2605,8719310000.0,563128000.0,0.0,371500000.0,6589156000.0,8009000.0,0.0,0.0,0.06458400951451433,0.0,0.04260658240158911,0.7556969530845904,0.0009185359850722133,0.0,0.0
11641,844847132000.0,15220055000.0,53197269000.0,925340000.0,556975999000.0,15661818000.0,0.0,0.0,0.018015158510356403,0.0629667391709865,0.0010952750680581112,0.6592624605133891,0.01853804955569169,0.0,0.0
2817,22892785000.0,474361000.0,7354599000.0,1407703000.0,11292198000.0,0.0,0.0,0.0,0.02072098261526503,0.3212627471930567,0.061491120455637004,0.493264493594816,0.0,0.0,0.0
8718,17259438000.0,1156986000.0,0.0,41017000.0,11489521000.0,0.0,0.0,0.0,0.0670349752987322,0.0,0.002376496847695736,0.665694966429382,0.0,0.0,0.0
8298,38374515741.0,2273042538.0,0.0,1293063325.0,30779573879.0,299284713.0,0.0,0.0,0.059233126310736524,0.0,0.03369588645045672,0.8020837080196577,0.00779904859308072,0.0,0.0
7335,76732841863.19,2500323423.41,0.0,3706690253.08,60950017095.53,485801237.04,0.0,0.0,0.03258478850383158,0.0,0.048306437805194335,0.7943146065696378,0.006331073178628704,0.0,0.0
7317,22473473851.62,463122210.61,5309388.31,1700000000.0,17881701511.703896,0.0,0.0,0.0,0.020607504370162864,0.00023625133991544758,0.07564473615535212,0.7956803487421191,0.0,0.0,0.0
8403,4441418696.02,50590739.7,0.0,326269000.0,1907304313.2,726940451.26,0.0,0.0,0.011390671126173011,0.0,0.0734605364480437,0.4294358275451838,0.16367302905069916,0.0,0.0
3466,2226346652.93,49100894.29,0.0,150000000.01,1512385253.41,91080.82,0.0,0.0,0.022054469471490618,0.0,0.06737495250912134,0.6793125641146739,4.091043947721817e-05,0.0,0.0
6465,60291333699.53,3208404000.0,0.0,4900000000.0,39990227999.45,51557000.0,0.0,0.0,0.053215011231788546,0.0,0.08127204523986502,0.6632831875762891,0.0008551311911085144,0.0,0.0
776,870097181.38,35826565.36,0.0,66592947.0,668668305.11,0.0,0.0,0.0,0.04117536078346789,0.0,0.07653506806490466,0.7684984153718004,0.0,0.0,0.0
12613,896979000.0,78053000.0,19000.0,15786000.0,759042000.0,124000.0,0.0,0.0,0.0870176447832112,2.11822127385368e-05,0.017599074225817996,0.8462204800781289,0.00013824180945150332,0.0,0.0
4294,11901899000.0,1128449000.0,0.0,200000000.0,9925674000.0,80685000.0,0.0,0.0,0.09481251689331258,0.0,0.01680404110302062,0.8339571693559154,0.0067791702819860935,0.0,0.0
5143,4369010000.0,422264000.0,0.0,150000000.0,3491962000.0,0.0,0.0,0.0,0.09664981311555707,0.0,0.034332720685006445,0.7992570399243765,0.0,0.0,0.0
1109,12945282674.41,408119497.22,0.0,212000000.0,10407204110.15,0.0,0.0,0.0,0.03152650332053106,0.0,0.016376621919510323,0.8039379573165113,0.0,0.0,0.0
8590,562346000.0,11904000.0,0.0,130000000.0,247054000.0,0.0,0.0,0.0,0.02116846212118518,0.0,0.23117440152503974,0.43932738918743974,0.0,0.0,0.0
537,9681224000.0,444164000.0,0.0,56873000.0,7763902000.0,48902000.0,0.0,0.0,0.0458789095263161,0.0,0.005874567100193116,0.8019545875604159,0.005051220796048103,0.0,0.0
5969,11698955000.0,424918000.0,0.0,430819000.0,8603019000.0,50000.0,0.0,0.0,0.03632102183485619,0.0,0.03682542586068585,0.7353664493965487,4.2738860009291425e-06,0.0,0.0
2940,2639959000.0,13032000.0,0.0,66500000.0,2359827000.0,0.0,0.0,0.0,0.004936440300777398,0.0,0.0251897851443905,0.8938877459839338,0.0,0.0,0.0
409,4208433000.0,366894000.0,0.0,366305000.0,3583541000.0,1111000.0,0.0,0.0,0.08718066795883408,0.0,0.0870407108774216,0.8515143284923391,0.00026399374779163647,0.0,0.0
158,383116000.0,1219000.0,0.0,16597000.0,339107000.0,0.0,0.0,0.0,0.003181803944497228,0.0,0.043321082909614846,0.8851287860595747,0.0,0.0,0.0
9004,6799476000.0,228782000.0,34133000.0,248004000.0,5130407000.0,59823000.0,22.97711040644897,26.919253892358764,0.033647004563292816,0.005019945654635739,0.0364739871131246,0.7545297608227457,0.008798177977244128,3.3792472252933855e-09,3.95901888503743e-09
