,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
51,1,1,0,1,1,1,2,1,0,0,2,4,2,2,0,0,0,3,1,1,0,1,0,2,1,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,0,1,1,0,0,1,3,3
52,4,1,0,1,3,1,2,1,0,0,3,5,2,2,0,0,0,4,1,1,0,1,0,4,1,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,1,1,3,0,0,1,3,8
53,4,1,0,2,3,1,2,1,0,0,3,5,2,2,0,0,0,4,1,1,0,1,0,4,1,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,1,1,3,0,0,1,3,9
54,0,1,0,2,2,1,2,1,0,0,3,3,2,2,0,0,0,3,1,1,0,1,0,2,1,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,1,1,2,0,0,1,3,8
55,0,1,0,2,2,1,2,1,0,0,3,3,2,2,0,0,0,3,1,1,0,1,0,2,1,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,1,1,2,0,0,1,3,8
56,1,1,0,2,2,1,2,2,0,0,4,5,2,2,0,0,0,4,1,1,0,1,0,2,1,0,1,0,0,3,0,0,0,1,0,1,8,1,0,3,1,1,2,0,0,1,3,8
57,1,1,0,1,2,1,2,2,0,0,5,6,2,2,0,0,0,4,1,1,0,1,0,3,1,0,1,0,0,3,0,1,0,1,0,1,8,3,0,3,0,1,2,0,0,1,3,6
58,1,1,0,1,2,1,2,1,0,0,4,7,2,2,0,0,0,4,1,1,0,1,0,3,1,0,1,0,0,3,0,1,0,1,0,1,8,3,0,3,0,1,2,0,0,2,3,6
59,0,1,0,2,2,1,2,1,0,1,4,6,2,2,0,0,0,4,1,1,0,1,0,3,1,0,1,0,0,4,0,1,0,1,0,1,8,4,0,3,0,1,2,0,0,2,3,8
60,1,1,0,2,2,3,2,1,0,1,4,6,3,2,0,0,0,3,1,1,0,1,0,3,1,0,1,0,0,4,0,1,0,1,0,1,8,5,0,3,0,1,2,0,0,2,3,8
61,1,0,0,1,1,3,2,1,0,0,3,5,3,2,0,0,0,3,1,1,0,1,0,3,1,0,0,0,0,4,0,1,0,1,0,1,8,4,0,3,0,1,2,0,0,2,3,4
62,1,0,0,1,1,3,2,1,0,0,3,5,3,2,0,0,0,3,1,1,0,1,0,3,1,0,0,0,0,4,0,1,0,1,0,1,8,4,0,3,0,1,2,0,0,2,3,4
63,1,1,0,1,2,3,3,2,0,0,4,5,4,2,0,0,0,3,1,1,0,1,0,4,1,0,0,0,0,4,0,1,0,1,0,1,10,4,0,3,0,1,2,0,0,2,3,5
64,1,1,0,1,2,4,4,2,0,0,5,5,4,2,0,0,0,3,1,1,0,1,0,4,1,0,0,0,0,3,0,1,0,1,0,1,10,3,0,3,1,1,2,0,0,2,3,5
65,0,0,0,1,2,4,4,3,0,0,4,4,4,2,0,0,0,3,1,1,0,2,0,2,1,0,0,0,0,3,0,1,0,1,0,1,10,1,0,3,1,1,2,0,0,2,3,5
66,1,0,0,0,0,4,3,3,0,0,3,6,4,2,0,0,0,3,1,2,0,2,0,2,1,0,0,0,0,4,0,1,0,2,0,1,10,1,0,3,1,1,2,0,0,2,3,4
67,1,1,0,0,0,4,3,3,0,0,3,7,4,2,0,0,0,4,1,2,0,1,0,2,1,0,1,0,0,4,0,1,0,2,0,1,10,1,0,3,1,1,2,0,1,2,3,4
68,1,1,0,0,0,4,3,2,0,0,2,7,4,2,0,0,0,4,1,2,0,1,0,2,1,0,1,0,0,4,0,1,0,2,0,1,10,1,0,3,1,1,2,0,1,2,3,4
69,1,1,0,0,0,4,3,2,0,0,2,7,4,2,0,0,0,4,1,2,0,1,0,2,1,0,1,0,0,4,0,1,0,2,0,1,10,1,0,3,1,1,2,0,1,2,3,4
70,1,1,0,0,0,4,3,2,0,0,2,7,4,2,0,0,0,4,1,2,0,1,0,3,1,0,1,0,0,4,1,1,0,2,0,1,10,1,0,3,1,1,2,0,1,2,3,4
71,0,0,0,0,0,4,3,2,0,0,2,5,4,2,0,0,0,4,1,3,0,1,0,3,1,0,1,0,0,4,2,1,0,2,0,1,10,1,0,3,1,1,2,0,2,2,4,4
72,0,0,0,1,1,4,3,2,0,1,2,5,4,2,0,0,0,4,1,3,0,1,0,3,1,0,1,0,0,4,4,1,0,2,0,1,10,1,0,3,2,1,2,0,2,2,4,4
73,0,0,0,1,1,4,3,1,0,1,2,5,4,2,0,0,0,3,1,2,0,1,0,3,1,0,1,0,0,4,4,1,0,2,0,1,10,1,0,3,2,1,2,0,2,2,3,4
74,1,0,0,1,1,4,3,1,0,1,3,6,4,2,0,0,0,3,1,2,0,1,0,3,1,0,1,0,0,5,2,1,0,2,0,1,10,1,0,3,1,1,2,0,4,2,3,5
75,1,0,0,1,1,4,3,1,0,1,3,6,4,2,0,0,0,3,1,2,0,1,0,2,0,0,1,0,0,5,0,1,0,1,0,1,10,1,0,3,1,1,2,0,3,2,3,5
76,1,0,0,1,1,4,3,1,0,1,3,6,4,2,0,0,0,3,1,2,0,1,0,2,0,0,1,0,0,5,0,1,0,1,0,1,10,1,0,3,1,1,2,0,3,2,3,5
77,1,0,0,1,2,4,3,1,0,1,3,6,4,2,0,0,0,3,2,2,0,1,0,2,0,0,1,0,0,5,0,1,0,1,0,1,10,1,0,3,1,1,2,0,3,2,3,7
78,1,1,0,1,2,4,3,1,0,1,4,6,4,2,0,0,0,4,2,2,0,1,0,2,0,0,0,0,0,5,0,1,0,1,1,1,12,1,0,3,1,1,2,0,2,2,3,7
79,0,1,0,1,2,4,3,3,0,0,5,5,4,2,0,0,0,4,1,3,0,1,0,2,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,0,2,3,6
80,0,1,0,1,2,4,3,3,0,2,4,5,4,2,0,0,0,3,2,3,0,1,2,2,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,0,2,3,7
81,0,1,0,0,1,4,3,2,0,2,4,5,4,2,0,0,0,3,2,2,0,1,2,2,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,0,2,3,7
82,0,1,0,0,1,4,3,2,0,2,4,5,4,2,0,0,0,3,2,2,0,1,2,2,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,0,2,3,7
83,0,1,0,0,1,4,3,2,0,2,4,5,4,2,0,0,0,3,2,2,0,1,2,2,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,0,2,3,7
84,0,1,0,0,1,4,3,2,0,2,4,5,4,2,0,0,0,3,2,2,1,1,2,3,0,0,0,0,0,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,1,2,3,8
85,0,1,0,0,1,4,3,1,0,2,3,5,4,2,0,0,0,3,3,2,1,1,2,3,0,0,0,0,1,4,0,1,0,1,1,1,12,1,0,3,1,1,2,0,1,2,3,8
86,0,1,0,0,1,4,3,4,0,3,3,5,4,2,0,0,0,4,3,2,1,2,2,3,0,0,0,0,1,4,3,1,0,1,1,1,12,1,0,3,2,1,2,0,0,2,3,7
87,1,1,0,0,1,4,3,4,0,3,3,6,4,2,0,0,0,4,2,2,1,2,2,4,0,0,0,0,0,4,3,1,0,1,1,1,12,1,0,3,2,1,2,0,1,2,3,7
88,1,2,0,0,1,4,3,3,0,3,5,6,4,2,0,0,0,5,2,2,4,2,2,6,0,0,0,0,0,4,1,1,0,2,1,2,12,1,0,3,1,1,3,0,1,2,3,7
89,0,2,0,0,1,4,3,2,0,3,5,5,4,2,0,0,0,4,2,2,4,2,2,5,0,0,0,0,0,4,1,1,0,2,1,2,12,1,0,3,1,1,3,0,0,2,3,7
90,0,2,0,0,1,4,3,2,0,3,5,5,4,2,0,0,0,4,2,2,4,2,2,5,0,0,0,0,0,4,1,1,0,2,1,2,12,1,0,3,1,1,3,0,0,2,3,7
91,0,2,0,0,1,4,3,4,0,3,6,5,4,2,0,0,0,5,2,2,4,2,2,6,0,0,0,0,0,5,1,1,0,2,1,2,12,2,0,3,1,1,3,0,1,2,3,7
92,0,2,0,0,1,4,3,4,0,2,4,5,4,2,0,0,0,4,2,2,2,1,2,5,0,0,0,0,0,5,2,1,0,1,1,1,12,2,0,3,1,1,3,0,2,2,3,7
93,0,1,0,0,1,4,3,1,0,2,2,4,4,2,0,0,0,3,2,2,1,2,2,4,0,0,0,0,0,4,2,1,0,1,1,1,12,1,0,3,1,1,2,0,1,1,2,6
94,0,2,0,0,0,4,3,1,0,2,2,3,4,2,0,0,0,3,0,3,0,2,2,5,0,0,0,0,0,3,1,1,0,1,1,1,12,1,0,3,1,1,2,0,0,1,2,1
95,1,3,0,0,0,5,3,2,0,2,2,5,4,2,0,0,0,2,0,3,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,0,0,0,1,2,1
96,1,2,0,0,0,5,3,2,0,2,2,5,4,2,0,0,0,2,0,2,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,0,0,0,1,2,1
97,1,2,0,0,0,5,3,2,0,2,2,5,4,2,0,0,0,2,0,2,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,0,0,0,1,2,1
98,1,2,0,0,0,5,3,2,0,2,2,5,4,2,0,0,0,2,0,2,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,0,0,0,1,2,1
99,1,2,0,0,0,5,3,2,0,2,2,6,4,2,0,1,0,2,0,2,0,1,2,5,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,1,0,0,1,2,1
100,1,2,0,2,2,5,3,3,0,2,4,6,4,2,0,1,0,3,2,2,0,1,2,5,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,1,0,0,1,2,7
101,2,2,0,2,2,5,3,3,0,2,4,7,4,2,0,1,0,3,2,4,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,1,0,0,2,2,7
102,2,2,0,2,2,5,3,3,0,2,4,7,4,2,0,1,0,2,2,4,0,1,2,6,0,0,0,0,0,3,1,1,0,0,1,1,12,1,0,3,1,1,2,0,0,2,2,7
103,1,2,0,2,2,5,3,1,0,2,3,6,4,2,0,1,0,1,2,4,0,1,2,5,0,0,0,0,0,3,0,1,0,0,1,1,12,1,0,3,1,1,2,0,0,2,2,7
104,1,2,0,2,2,5,3,1,0,2,3,6,4,2,0,1,0,1,2,4,0,1,2,5,0,0,0,0,0,3,0,1,0,0,1,1,12,1,0,3,1,1,2,0,0,2,2,7
105,1,2,0,2,2,5,3,2,0,2,3,6,4,2,0,1,0,2,2,4,0,1,2,5,0,0,0,0,0,3,0,1,0,0,1,1,12,1,0,3,1,1,2,0,0,2,2,7
106,1,2,0,1,2,5,3,2,0,2,3,6,4,2,1,1,0,2,0,4,0,1,2,5,0,0,0,0,0,3,0,1,0,0,1,1,12,1,0,3,1,1,3,0,0,2,2,4
107,1,2,0,1,2,5,3,1,0,2,3,6,4,2,1,1,0,1,0,4,0,1,2,5,0,0,0,0,0,3,0,1,0,0,1,1,12,1,0,3,1,1,3,0,0,2,2,4
108,1,2,0,1,2,5,3,4,0,3,3,7,5,2,1,1,0,2,0,4,0,3,2,5,0,0,0,0,0,4,0,1,0,0,1,1,12,1,1,3,1,1,3,0,0,2,2,3
109,1,2,0,1,2,5,3,4,0,5,3,7,5,4,1,1,0,2,0,4,0,3,2,5,0,0,0,0,0,4,2,1,0,0,1,1,12,1,1,3,3,1,3,0,0,2,2,3
110,1,2,0,1,2,5,3,2,0,5,2,7,4,4,1,1,0,2,0,4,0,2,2,5,0,0,0,0,0,4,2,1,0,0,1,1,12,1,0,3,3,1,3,0,0,2,2,3
111,1,2,0,1,2,5,3,2,0,5,2,7,4,4,1,1,0,2,0,4,0,2,2,5,0,0,0,0,0,4,2,1,0,0,1,1,12,1,0,3,3,1,3,0,0,2,2,3
112,2,3,0,1,2,5,3,2,0,5,3,9,4,4,1,1,0,4,0,4,0,2,2,6,0,0,0,0,0,4,3,1,0,1,1,1,12,1,0,3,3,1,3,0,0,2,2,5
113,2,3,0,1,2,5,3,2,0,4,5,9,4,3,1,1,0,4,0,4,0,2,2,6,0,0,0,0,0,4,2,1,0,1,1,1,12,1,0,3,1,1,2,0,1,2,2,4
114,1,3,0,1,2,5,3,2,0,3,4,8,4,2,1,1,0,3,0,4,0,2,2,6,0,0,0,0,0,4,2,1,0,0,1,1,12,1,0,3,1,1,2,0,1,2,3,2
115,2,4,0,1,1,5,3,3,0,3,3,9,4,2,1,1,0,3,0,4,0,3,2,6,0,0,0,0,0,4,2,1,0,0,1,1,12,1,0,3,1,1,2,0,1,2,3,1
116,2,4,0,2,1,5,3,5,0,2,3,9,4,2,1,1,0,2,0,4,0,4,0,6,0,0,0,0,0,4,4,1,0,0,1,1,12,1,0,3,2,1,2,0,1,2,2,1
117,2,4,0,2,1,5,3,4,0,2,3,9,4,2,1,1,0,1,0,4,0,4,0,6,0,0,0,0,0,4,3,1,0,0,1,1,12,1,0,3,2,1,2,0,0,2,2,1
118,2,4,0,2,1,5,3,4,0,2,3,9,4,2,1,1,0,1,0,4,0,4,0,6,0,0,0,0,0,4,3,1,0,0,1,1,12,1,0,3,2,1,2,0,0,2,2,1
119,2,4,0,2,1,5,3,5,0,2,3,10,5,2,1,1,0,2,0,5,0,5,0,7,0,0,0,0,0,4,4,1,0,0,1,1,12,1,1,3,2,1,2,0,1,2,2,1
120,2,3,0,1,1,5,3,4,0,1,4,9,6,2,1,1,0,3,0,5,0,5,0,7,0,0,0,0,0,4,2,1,0,0,1,1,12,1,1,3,1,1,2,0,1,2,3,1
121,2,5,0,1,1,5,3,3,0,1,4,9,6,2,1,1,0,2,0,4,0,4,0,7,0,0,0,0,0,4,1,1,0,0,1,0,11,1,1,3,1,1,2,0,0,2,3,1
122,2,5,0,0,0,5,3,4,0,1,4,9,6,2,1,1,0,3,0,5,0,3,0,6,0,0,0,0,0,4,0,1,0,0,1,0,11,1,1,3,1,1,2,0,0,2,3,1
123,2,5,0,0,0,5,3,4,0,0,4,9,5,2,1,1,0,2,0,5,0,3,0,6,0,0,0,0,0,3,0,1,0,0,1,0,11,1,0,3,1,1,2,0,0,2,2,1
124,1,3,0,0,0,5,3,1,0,0,2,7,4,2,1,0,0,1,0,2,0,3,0,5,0,0,0,0,0,3,0,1,0,0,1,0,11,1,0,3,1,1,2,0,0,1,2,1
125,1,3,0,0,0,5,3,1,0,0,2,7,4,2,1,0,0,1,0,2,0,3,0,5,0,0,0,0,0,3,0,1,0,0,1,0,11,1,0,3,1,1,2,0,0,1,2,1
126,1,4,0,1,1,5,3,1,0,0,3,8,6,2,1,0,0,1,2,2,0,3,0,5,0,0,0,0,2,3,0,1,0,0,1,0,11,1,1,3,1,1,3,0,0,1,2,2
127,2,4,0,1,1,5,3,1,0,1,3,9,6,2,1,0,0,1,2,2,0,3,0,5,0,0,0,0,2,4,0,1,0,0,1,0,11,1,1,3,1,1,3,0,0,1,2,2
128,2,4,0,1,1,5,3,1,0,1,3,9,5,2,1,0,0,1,2,2,0,3,0,5,0,0,0,0,2,4,0,1,0,0,1,0,11,1,0,3,1,1,3,0,0,1,2,2
129,2,4,0,1,1,5,3,5,0,1,3,10,5,2,1,0,0,3,2,3,0,3,0,5,0,0,0,0,2,4,0,1,0,0,1,1,11,1,0,3,1,1,4,0,0,1,2,2
130,2,3,0,1,1,5,3,5,0,1,3,9,5,2,1,0,0,3,0,4,0,3,0,5,0,0,0,0,0,4,0,1,0,0,1,2,11,1,0,3,1,1,4,0,0,1,2,2
131,2,3,0,1,1,5,1,1,0,1,2,8,5,2,1,0,0,2,0,3,0,3,0,5,0,0,0,0,0,4,0,1,0,0,1,1,11,1,0,2,1,1,4,0,0,1,2,2
132,2,3,0,1,1,5,1,1,0,1,2,8,5,2,1,0,0,2,0,3,0,3,0,5,0,0,0,0,0,4,0,1,0,0,1,1,11,1,0,2,1,1,4,0,0,1,2,2
133,2,4,0,1,1,5,1,4,0,1,3,9,5,2,1,0,0,3,0,4,0,3,0,5,0,0,0,0,0,4,0,1,0,0,1,1,11,1,0,2,1,1,4,0,0,1,2,2
134,2,4,0,1,1,5,1,4,0,0,3,9,5,2,1,0,0,3,0,3,0,3,0,5,0,0,0,0,0,3,0,1,0,0,1,0,11,1,0,2,1,1,4,0,0,1,2,2
135,2,4,0,1,1,5,1,1,0,0,2,11,5,2,1,0,0,3,0,2,0,4,0,5,0,0,0,0,0,3,0,1,0,0,1,0,9,1,0,1,1,0,4,0,0,1,2,2
136,2,3,0,1,1,5,1,2,0,0,3,10,5,2,1,0,0,7,0,2,0,4,0,6,0,0,0,0,0,3,0,1,0,0,1,0,9,1,0,1,1,0,4,0,0,1,3,2
137,2,4,0,1,1,5,1,3,0,1,3,10,5,2,1,0,0,5,0,2,0,3,0,6,0,0,0,0,0,3,0,1,0,0,1,0,9,1,0,0,1,0,4,0,0,0,3,2
138,2,4,0,1,1,5,1,2,0,1,2,10,5,2,1,0,0,1,0,2,0,3,0,5,0,0,0,0,0,3,0,1,0,0,1,0,9,1,0,0,1,0,4,0,0,0,2,2
