,repo transactions maturity av. network,repo transactions notional av. network,number repo transactions av. network
2017-12-04,,16820634.802090682,794.0
2017-12-05,,20686104.707188014,601.0
2017-12-06,,17075424.963860545,588.0
2017-12-07,,14544106.92463458,561.0
2017-12-08,28.569175298479465,13755027.67687008,508.0
2017-12-09,,16086557.163152987,536.0
2017-12-10,,16925928.37294659,543.0
2017-12-11,,14285854.924512194,574.0
2017-12-12,,13706057.754355716,551.0
2017-12-13,,15611268.23230897,602.0
2017-12-14,26.634064125556815,16601698.095607324,601.0
2017-12-15,,16649566.611007603,526.0
2017-12-16,,19136977.612316117,639.0
2017-12-17,,13262163.453580247,486.0
2017-12-18,9.980173678105384,23908096.923352942,510.0
2017-12-19,,18252754.89,426.0
2017-12-20,,18451339.993802518,476.0
2017-12-21,,22182972.51289963,538.0
2017-12-22,24.94635488587823,18949544.13745602,739.0
2017-12-23,,19781962.73369091,550.0
2017-12-24,,12702376.501916265,621.0
2017-12-25,,25206615.57248521,676.0
2017-12-26,,19397518.134626392,629.0
2017-12-27,,15513598.80964083,529.0
2017-12-28,,13903052.094526904,539.0
2017-12-29,40.61751868788543,17315033.7831524,479.0
2017-12-30,,18997874.836350877,570.0
2017-12-31,9.747288598196501,16909009.625235043,468.0
2018-01-01,,15828126.84912727,550.0
2018-01-02,,15712702.896413662,527.0
2018-01-03,,17377022.496959183,490.0
2018-01-04,,19582968.25034632,462.0
2018-01-05,,23202347.163326573,493.0
2018-01-06,,17990596.428915933,452.0
2018-01-07,,21180665.173492406,461.0
2018-01-08,,21132324.198191218,387.0
2018-01-09,,18333868.19051282,429.0
2018-01-10,,19636597.962363638,440.0
2018-01-11,,18217805.70949367,474.0
2018-01-12,,13010021.661575181,419.0
2018-01-13,,14790343.674913546,694.0
2018-01-14,,20028159.986478876,426.0
2018-01-15,,19651901.764709543,482.0
2018-01-16,,16524448.329852672,543.0
2018-01-17,,19238617.287908904,483.0
2018-01-18,74.95361814112641,20348935.98916067,417.0
2018-01-19,,25711711.390534885,430.0
2018-01-20,21.68151889637212,17925127.71121813,353.0
2018-01-21,38.50945135058947,22497328.273,430.0
2018-01-22,36.85399176748568,23287216.84137931,377.0
2018-01-23,69.98958367661065,25466293.19388601,386.0
2018-01-24,,16785635.132317074,410.0
2018-01-25,8.912796300913788,13242400.010654762,336.0
2018-01-26,41.322657153440474,17149027.400707692,325.0
2018-01-27,36.7452269149529,11969869.724617021,470.0
2018-01-28,96.16302758644038,13642027.888247976,371.0
2018-01-29,,17625141.31532673,505.0
2018-01-30,13.010170566962621,20410453.275174543,487.0
2018-01-31,29.59840324815562,16911158.31076233,446.0
2018-02-01,30.953284175230166,16826329.3799284,419.0
2018-02-02,64.54427660543317,15090119.016556522,575.0
2018-02-03,,24586547.38898734,395.0
2018-02-04,,13628146.794612188,722.0
2018-02-05,,15245412.838123249,714.0
2018-02-06,,12386033.541176472,697.0
2018-02-07,,15111450.34123939,589.0
2018-02-08,,18294250.248401485,538.0
2018-02-09,22.117102638344925,16096039.40271047,487.0
2018-02-10,35.94514984250803,20053329.168135196,429.0
2018-02-11,48.49747473510417,14027416.391656186,477.0
2018-02-12,68.38856224133222,12875791.670644443,450.0
2018-02-13,,22323466.23391304,483.0
2018-02-14,,16237041.472854545,550.0
2018-02-15,,11986453.628687352,419.0
2018-02-16,41.23912124623558,13188200.970618183,550.0
2018-02-17,71.05467610300983,17759748.072864197,405.0
2018-02-18,,11170436.276387194,656.0
2018-02-19,,19032871.59031136,546.0
2018-02-20,43.21386513260008,17295718.711267605,497.0
2018-02-21,,13443313.177859923,514.0
2018-02-22,64.72821206955362,24948182.886974167,542.0
2018-02-23,24.822207706175167,17604185.915666003,503.0
2018-02-24,,22863763.396496598,588.0
2018-02-25,37.05372420780883,23447197.93209801,653.0
2018-02-26,32.06541020283976,19648499.279107913,695.0
2018-02-27,57.762546413348986,19391938.622773245,613.0
2018-02-28,,21433606.94397361,682.0
2018-03-01,17.798668296088174,23299834.505906433,684.0
2018-03-02,,16527316.878868196,698.0
2018-03-03,,19874205.925438873,638.0
2018-03-04,,17929117.48721232,617.0
2018-03-05,,27504686.407548636,514.0
2018-03-06,,20018370.596209966,562.0
2018-03-07,,20803056.662520867,599.0
2018-03-08,,14147212.114575163,612.0
2018-03-09,,16983850.80151007,596.0
2018-03-10,,15021488.760050252,597.0
2018-03-11,,19211584.8704811,582.0
2018-03-12,,16856806.531567946,574.0
2018-03-13,,20487232.90625,656.0
2018-03-14,,18440653.559406474,556.0
2018-03-15,,19370721.028389696,621.0
2018-03-16,,17943385.108950175,562.0
2018-03-17,,22719332.44794212,622.0
2018-03-18,,18503612.485317726,598.0
2018-03-19,,18885299.97904538,639.0
2018-03-20,,17853198.698359486,701.0
2018-03-21,,21708049.655597147,561.0
2018-03-22,,16593118.266666668,642.0
2018-03-23,,15500297.164058356,754.0
2018-03-24,,17673456.40963343,682.0
2018-03-25,,21184716.67972313,614.0
2018-03-26,,15790334.704412332,519.0
2018-03-27,,14941202.587327996,625.0
2018-03-28,,11354277.523402419,579.0
2018-03-29,51.61333001936652,11864437.966049049,734.0
2018-03-30,,19485543.80468803,593.0
2018-03-31,,15307498.859525861,696.0
2018-04-01,,15366449.056950867,692.0
2018-04-02,,13984904.486412698,630.0
2018-04-03,,12925766.017729139,731.0
2018-04-04,,19991036.962772436,624.0
2018-04-05,,12095304.663440196,811.0
2018-04-06,,13698448.84429477,631.0
2018-04-07,,14468408.92392638,652.0
2018-04-08,68.1562302677372,14829316.505482016,695.0
2018-04-09,,13098804.909396091,563.0
2018-04-10,,23565318.33534056,646.0
2018-04-11,,21322022.817438725,816.0
2018-04-12,,11197022.73453958,619.0
2018-04-13,,17200695.509474393,742.0
2018-04-14,,16525569.498494271,611.0
2018-04-15,,14356905.131214056,626.0
2018-04-16,,19126774.073187917,596.0
2018-04-17,,6659178.544849885,1732.0
2018-04-18,,17130639.462099086,767.0
2018-04-19,,9146681.031544013,1386.0
2018-04-20,,11909349.503263708,1149.0
2018-04-21,,13261857.749180328,671.0
2018-04-22,,11469310.442247024,672.0
2018-04-23,,20415416.2505187,829.0
2018-04-24,,27600667.019154232,402.0
2018-04-25,,23626798.810658224,395.0
2018-04-26,,26363474.97324023,358.0
2018-04-27,76.09738389288223,20034704.48372434,341.0
2018-04-28,77.10476026373404,9092807.112722602,1168.0
2018-04-29,,10913545.650917208,1232.0
2018-04-30,56.31782264355537,24658705.55893162,468.0
2018-05-01,,10003393.155545454,770.0
2018-05-02,24.548258676700467,14510413.365247108,951.0
2018-05-03,,30584249.50130682,528.0
2018-05-04,,13535425.35940136,735.0
2018-05-05,69.39971416622627,15830342.889977038,871.0
2018-05-06,,29007088.533405088,511.0
2018-05-07,,13857957.872138297,940.0
2018-05-08,26.885895333034757,18572813.9560177,678.0
2018-05-09,,13418199.511941448,649.0
2018-05-10,50.31264646452441,16314582.07974963,679.0
2018-05-11,,15905901.057719298,513.0
2018-05-12,16.855637660184303,17090363.369563494,504.0
2018-05-13,36.278050912734784,17707012.63043261,601.0
2018-05-14,,10081672.905565474,672.0
2018-05-15,69.29119996113047,12213849.456028985,690.0
2018-05-16,,13273960.49892989,542.0
2018-05-17,9.665929461301204,15022367.975603053,655.0
2018-05-18,,16331720.594803767,637.0
2018-05-19,49.68715122644904,13346568.354604106,682.0
2018-05-20,,19376473.31949861,718.0
2018-05-21,11.843145339347469,23765391.01378215,661.0
2018-05-22,14.714611575798672,14659247.090707434,834.0
2018-05-23,31.873328028295614,18081121.067772437,624.0
2018-05-24,42.4388651994929,12768129.001562065,717.0
2018-05-25,,15838196.55713681,709.0
2018-05-26,17.276166391697554,14683222.373507852,573.0
2018-05-27,16.32046119155526,13855105.550090091,555.0
2018-05-28,,13124934.043984497,645.0
2018-05-29,51.308756594349276,12119347.868193667,537.0
2018-05-30,,13564416.8954717,636.0
2018-05-31,13.552988595655217,14262329.752901483,741.0
2018-06-01,13.091226394373226,12880833.678975789,537.0
2018-06-02,33.261846878345416,13378416.184882628,639.0
2018-06-03,44.38544645447606,14439092.657360407,591.0
2018-06-04,59.74685746372872,13413367.198372094,602.0
2018-06-05,17.26336034108605,12762232.392775195,645.0
2018-06-06,,10428338.570775049,529.0
2018-06-07,45.88037491122866,14630115.235614035,570.0
2018-06-08,,12932637.606394688,527.0
2018-06-09,80.39067439357297,13926953.12169329,626.0
2018-06-10,,17698904.830201864,644.0
2018-06-11,,18960599.86979442,681.0
2018-06-12,,16580128.541350994,755.0
2018-06-13,36.48676640789063,12451356.753036303,606.0
2018-06-14,54.75844561853132,17273579.335477076,807.0
2018-06-15,,15525653.652163543,587.0
2018-06-16,,14163196.748472836,681.0
2018-06-17,42.367777444972376,14407053.772259194,571.0
2018-06-18,,9897936.972768532,661.0
2018-06-19,,12952166.845852047,757.0
2018-06-20,,20186731.8781717,629.0
2018-06-21,,15880228.751656152,634.0
2018-06-22,,19660728.5636478,636.0
2018-06-23,,11475218.316933332,825.0
2018-06-24,,19343898.840782125,716.0
2018-06-25,,18789316.076206353,630.0
2018-06-26,,14897811.456054216,664.0
2018-06-27,,17247122.772725984,708.0
2018-06-28,,12622848.857144773,746.0
2018-06-29,,17009187.27818408,804.0
2018-06-30,,18646499.78707672,756.0
2018-07-01,,18306087.187798295,704.0
2018-07-02,,23356126.52348086,836.0
2018-07-03,,15350585.11835165,637.0
2018-07-04,,11547503.030197801,910.0
2018-07-05,,17006317.267808918,785.0
2018-07-06,,16949847.358649023,718.0
2018-07-07,,11653174.920686405,743.0
2018-07-08,,16692025.751193093,637.0
2018-07-09,,15296124.698860569,667.0
2018-07-10,,14981640.877350688,653.0
2018-07-11,,18284533.48885609,542.0
2018-07-12,,15138962.242956655,646.0
2018-07-13,,11305849.548240224,716.0
2018-07-14,,16569215.083169322,691.0
2018-07-15,,16945463.50580542,627.0
2018-07-16,,17448091.684013963,573.0
2018-07-17,,12285634.108526219,1106.0
2018-07-18,,12371169.271984,1250.0
2018-07-19,,19638660.332785465,578.0
2018-07-20,,20314373.067739133,575.0
2018-07-21,,22776242.24796557,639.0
2018-07-22,,19243241.663482584,804.0
2018-07-23,,15396274.063376907,918.0
2018-07-24,,13675609.623128295,1138.0
2018-07-25,,14420623.0081893,729.0
2018-07-26,,16976508.8435614,570.0
2018-07-27,,18601575.92069697,660.0
2018-07-28,,20239094.713872634,581.0
2018-07-29,,19501811.928422663,653.0
2018-07-30,,17931476.039032258,651.0
2018-07-31,,18400839.607491206,853.0
2018-08-01,,18743565.72663768,690.0
2018-08-02,,15528442.845711805,576.0
2018-08-03,,12898013.815023327,643.0
2018-08-04,,13748485.0433438,637.0
2018-08-05,,18171966.900701758,684.0
2018-08-06,,17467958.43377907,688.0
2018-08-07,,14529364.38845092,652.0
2018-08-08,,19321695.956671827,646.0
2018-08-09,,19119398.387300435,689.0
2018-08-10,,17583695.33110368,598.0
2018-08-11,,24297278.868690036,542.0
2018-08-12,,19682356.17340751,719.0
2018-08-13,,17933035.362381727,613.0
2018-08-14,,16851210.279156804,676.0
2018-08-15,,18343891.025440957,669.0
2018-08-16,,28213197.846873015,630.0
2018-08-17,,22135085.803230293,647.0
2018-08-18,,22108648.668307696,650.0
2018-08-19,,15645355.151382487,651.0
2018-08-20,,20423708.266581196,585.0
2018-08-21,,28443359.93941406,512.0
2018-08-22,,23297050.845254514,609.0
2018-08-23,,23540319.701425992,554.0
2018-08-24,,21269267.640927676,636.0
2018-08-25,,17497274.46866097,702.0
2018-08-26,,29637545.115714286,525.0
2018-08-27,,21811966.116394557,588.0
2018-08-28,,23570783.493120685,580.0
2018-08-29,,20466573.038756955,539.0
2018-08-30,,23177143.865581397,602.0
2018-08-31,,27898036.38795374,562.0
2018-09-01,,22944641.620798178,877.0
2018-09-02,,19892887.162732843,816.0
2018-09-03,,14154889.730149254,603.0
2018-09-04,,24346133.251833107,731.0
2018-09-05,,21863277.57191633,741.0
2018-09-06,,13252104.943414966,735.0
2018-09-07,,15257829.129127726,642.0
2018-09-08,,14494144.834905008,579.0
2018-09-09,,21135872.92769737,608.0
2018-09-10,,20393564.889558136,430.0
2018-09-11,,18222493.18825784,574.0
2018-09-12,,21558277.691568937,631.0
2018-09-13,,17132427.459944546,541.0
2018-09-14,,23989778.908392858,784.0
2018-09-15,,23718623.403663367,404.0
2018-09-16,,21099041.010098428,508.0
2018-09-17,,20055683.213961538,520.0
2018-09-18,,17293983.861541424,519.0
2018-09-19,,23358454.186773647,592.0
2018-09-20,,20103650.475931477,467.0
2018-09-21,,15251541.617555149,544.0
2018-09-22,,21496549.586626746,501.0
2018-09-23,,23234266.64511111,495.0
2018-09-24,,24730242.81063853,924.0
2018-09-25,,29456000.068226498,468.0
2018-09-26,,18869433.51380282,568.0
2018-09-27,,24965530.176518988,474.0
2018-09-28,,16600873.641248051,641.0
2018-09-29,,19557741.392258067,651.0
2018-09-30,,20686110.50108411,535.0
2018-10-01,,12681840.326146616,532.0
2018-10-02,,16480027.432611465,471.0
2018-10-03,,16134417.319035532,591.0
2018-10-04,,22678411.913852297,501.0
2018-10-05,,20486400.972436648,513.0
2018-10-06,,14261717.484310722,457.0
2018-10-07,,13898747.006130347,491.0
2018-10-08,,18228185.85329004,462.0
2018-10-09,,19663457.405224722,534.0
2018-10-10,,19457289.535930734,462.0
2018-10-11,,16234786.511889312,524.0
2018-10-12,,19627928.87495327,535.0
2018-10-13,,13235729.643327842,607.0
2018-10-14,,24147529.05018518,540.0
2018-10-15,,18922521.945699483,386.0
2018-10-16,,19884243.060533334,525.0
2018-10-17,,18966582.643011767,850.0
2018-10-18,,18275672.63667351,487.0
2018-10-19,,21739714.7437299,622.0
2018-10-20,,17305708.915278595,682.0
2018-10-21,,18252559.004890513,548.0
2018-10-22,,17111889.748669066,556.0
2018-10-23,,17562017.29783362,577.0
2018-10-24,,19509945.18493976,581.0
2018-10-25,,19443975.543664124,655.0
2018-10-26,,13272301.551061809,631.0
2018-10-27,,12464673.047915256,590.0
2018-10-28,,12906527.249050086,579.0
2018-10-29,,19283636.629191343,878.0
2018-10-30,,7907319.495411905,1663.0
2018-10-31,,17933339.53562977,524.0
2018-11-01,,8295181.662456728,1791.0
2018-11-02,,13984635.009555874,698.0
2018-11-03,,17064720.486755956,672.0
2018-11-04,,15839713.358344482,598.0
2018-11-05,,15114446.345183946,598.0
2018-11-06,,19398224.54015345,782.0
2018-11-07,,14224902.111991871,738.0
2018-11-08,,16193569.288115134,1077.0
2018-11-09,,21667988.84732143,560.0
2018-11-10,,13645629.923074072,810.0
2018-11-11,,22626062.736057144,700.0
2018-11-12,,19177815.797833335,660.0
2018-11-13,,17425176.640400592,674.0
2018-11-14,,21874347.85487562,603.0
2018-11-15,,14940122.78650974,616.0
2018-11-16,,24604722.04748366,612.0
2018-11-17,,12058737.611182267,609.0
2018-11-18,,15550897.278976945,694.0
2018-11-19,,11724137.763968254,504.0
2018-11-20,,14134218.422795527,626.0
2018-11-21,,20094794.289005965,503.0
2018-11-22,,18175482.76498982,491.0
2018-11-23,,16060417.34403377,533.0
2018-11-24,,17521735.662583645,538.0
2018-11-25,,17769922.42535537,605.0
2018-11-26,,20739216.001201298,616.0
2018-11-27,,12760794.417118996,479.0
2018-11-28,,16763603.643413898,662.0
2018-11-29,,24274656.918557692,520.0
2018-11-30,,8488028.706924563,1551.0
2018-12-01,,16527718.221296297,594.0
2018-12-02,,12372807.774590908,440.0
2018-12-03,,13628978.761747288,1013.0
2018-12-04,,20206632.766992483,532.0
2018-12-05,,19573291.148585085,523.0
2018-12-06,,14736304.783767227,653.0
2018-12-07,,15744308.128984487,709.0
2018-12-08,,19903520.912421748,607.0
2018-12-09,,18857304.56208775,661.0
2018-12-10,,16088489.307230515,603.0
2018-12-11,,16731579.591177475,586.0
2018-12-12,,15545652.719188545,838.0
2018-12-13,,22074651.458980896,785.0
2018-12-14,,18005898.61513889,648.0
2018-12-15,,20007283.309431817,616.0
2018-12-16,,15738064.829763208,549.0
2018-12-17,,19881030.100086957,690.0
2018-12-18,,22305991.879725363,619.0
2018-12-19,,17713398.09909677,620.0
2018-12-20,,16320341.46560676,651.0
2018-12-21,,9013334.521288188,1964.0
2018-12-22,,20115877.78665339,753.0
2018-12-23,,18351551.669999998,592.0
2018-12-24,,9934515.5747532,1641.0
2018-12-25,,18643016.8538149,443.0
2018-12-26,,22228942.232185885,581.0
2018-12-27,,16101322.730570344,526.0
2018-12-28,,14517729.82221374,655.0
2018-12-29,,16664413.044917354,484.0
2018-12-30,,19378549.14334873,433.0
2018-12-31,,17253091.951746322,544.0
2019-01-01,,23576034.168512817,390.0
2019-01-02,,21651368.397699278,552.0
2019-01-03,,19664487.22373798,832.0
2019-01-04,,18934473.649642855,868.0
2019-01-05,35.69725882674747,30101896.514545456,385.0
2019-01-06,65.80547656774105,17816711.36,408.0
2019-01-07,,34502027.347439826,457.0
2019-01-08,,23783161.759759612,416.0
2019-01-09,45.665461366435196,23702917.361245956,618.0
2019-01-10,,38440675.47072034,236.0
2019-01-11,80.59010011560022,30994233.1327551,196.0
2019-01-12,,37884728.48414523,661.0
2019-01-13,,18491577.19262794,723.0
2019-01-14,,16591581.250600254,783.0
2019-01-15,,22311780.308868315,486.0
2019-01-16,,10749173.311414754,827.0
2019-01-17,,25258216.124082565,436.0
2019-01-18,,19409133.902447697,478.0
2019-01-19,,25107319.360210523,475.0
2019-01-20,,17489931.508395836,480.0
2019-01-21,39.932749583712194,20683502.35307692,520.0
2019-01-22,,21829304.921007875,635.0
2019-01-23,,23742513.53996865,638.0
2019-01-24,,20812444.568892922,551.0
2019-01-25,,18724546.655047618,630.0
2019-01-26,,13391049.519862069,580.0
2019-01-27,33.395856622649376,19909912.609551404,535.0
2019-01-28,46.666854633824435,14065230.299424704,591.0
2019-01-29,69.73718688066343,19512933.987150397,758.0
2019-01-30,,13171459.239938349,811.0
2019-01-31,,17626055.811810344,580.0
2019-02-01,,16822021.39818336,589.0
2019-02-02,,17500980.61891919,990.0
2019-02-03,,16993056.891955305,716.0
2019-02-04,,17539767.995535135,925.0
2019-02-05,,13685798.164749999,880.0
2019-02-06,,13793590.222952645,718.0
2019-02-07,,18765996.798169717,601.0
2019-02-08,,16845900.702398703,617.0
2019-02-09,,12587868.111392403,632.0
2019-02-10,,10300944.49087143,700.0
2019-02-11,,20116689.621746033,504.0
2019-02-12,,16162306.264932886,596.0
2019-02-13,,20862372.769585688,531.0
2019-02-14,,12085818.352232277,663.0
2019-02-15,,15173575.477540106,561.0
2019-02-16,,23111297.764928572,560.0
2019-02-17,,15843415.06617647,714.0
2019-02-18,,19312337.128102563,780.0
2019-02-19,,24862382.394837454,769.0
2019-02-20,,18153088.3685048,729.0
2019-02-21,,21634445.689672135,1037.0
2019-02-22,,23379539.98107143,756.0
2019-02-23,,18906044.27847079,582.0
2019-02-24,,21518668.49807112,928.0
2019-02-25,,19928021.683479052,549.0
2019-02-26,,15804257.164431438,598.0
2019-02-27,31.277306768132657,30927619.63086879,564.0
2019-02-28,65.66701742319901,17713028.132462908,674.0
2019-03-01,,23616644.411627907,602.0
2019-03-02,28.09079169217507,19519069.70470681,631.0
2019-03-03,42.544542461362774,18420902.965198617,579.0
2019-03-04,48.00312198392821,15173451.422857145,714.0
2019-03-05,71.04128376101947,19636359.62564254,677.0
2019-03-06,,17583623.55143396,530.0
2019-03-07,,19637751.10002703,740.0
2019-03-08,,29724633.070677966,649.0
2019-03-09,,12619633.740431849,741.0
2019-03-10,53.141807971864296,22147636.77041667,648.0
2019-03-11,21.421140349856174,29885686.25029654,607.0
2019-03-12,32.56880685804984,15904685.997817403,701.0
2019-03-13,,26095102.533000004,590.0
2019-03-14,,25624846.198978495,744.0
2019-03-15,,20232890.44590947,1193.0
2019-03-16,,22978424.34023576,509.0
2019-03-17,,18324304.44197861,561.0
2019-03-18,,26165674.846930128,873.0
2019-03-19,,23863425.83158479,631.0
2019-03-20,,18085331.968565088,676.0
2019-03-21,,22707826.320608363,526.0
2019-03-22,,19011263.59540687,553.0
2019-03-23,,16444780.749512535,718.0
2019-03-24,,19306940.7810549,929.0
2019-03-25,,24268529.82318182,418.0
2019-03-26,,19634837.379060775,543.0
2019-03-27,,17941667.459817447,493.0
2019-03-28,,18502903.510639537,516.0
2019-03-29,,15382779.869353449,464.0
2019-03-30,,11004113.566626795,418.0
2019-03-31,,27330072.081691332,473.0
2019-04-01,,17367136.00541667,456.0
2019-04-02,,26751259.93057072,403.0
2019-04-03,,19598946.972788673,459.0
2019-04-04,,15779849.881462622,923.0
2019-04-05,,22654526.629729066,812.0
2019-04-06,,22018464.844465725,992.0
2019-04-07,,19947147.235279806,822.0
2019-04-08,,18745596.228375454,554.0
2019-04-09,,19774551.758376624,616.0
2019-04-10,,17482814.42913821,615.0
2019-04-11,,20004337.411574464,470.0
2019-04-12,,16290803.897035401,452.0
2019-04-13,,35468737.17336694,496.0
2019-04-14,,15400363.16516529,484.0
2019-04-15,,14444419.193283582,536.0
2019-04-16,,26776042.29532189,466.0
2019-04-17,,15764713.666252723,459.0
2019-04-18,,26352436.337924905,506.0
2019-04-19,,30907228.445,404.0
2019-04-20,,21092992.508756097,410.0
2019-04-21,,24091192.83256779,627.0
2019-04-22,,24476793.859718613,462.0
2019-04-23,,22667882.352066804,479.0
2019-04-24,,22275354.17919355,1054.0
2019-04-25,,21067798.162634145,410.0
2019-04-26,,25477795.859265033,449.0
2019-04-27,,16095457.723979594,784.0
2019-04-28,,19077503.22290055,362.0
2019-04-29,,21474557.329877302,489.0
2019-04-30,,17731013.864074077,432.0
2019-05-01,,21558453.897527736,631.0
2019-05-02,,21522725.400071174,562.0
2019-05-03,,18285938.365603603,555.0
2019-05-04,,26473278.35728324,346.0
2019-05-05,,15122425.32984252,635.0
2019-05-06,,23126261.184099782,461.0
2019-05-07,,23700272.33655102,490.0
2019-05-08,,20985005.64923833,407.0
2019-05-09,,27330498.271462925,499.0
2019-05-10,,22737261.63197216,431.0
2019-05-11,,21413385.205117773,467.0
2019-05-12,,17866797.85918552,442.0
2019-05-13,10.398302045447899,16492091.264185565,485.0
2019-05-14,,20040921.74605882,510.0
2019-05-15,,15283162.668187251,502.0
2019-05-16,,15530232.260941178,1190.0
2019-05-17,,18881348.79937198,621.0
2019-05-18,,22016931.759825673,631.0
2019-05-19,,20834629.22546369,895.0
2019-05-20,,16007041.08585603,514.0
2019-05-21,,31643048.634841267,504.0
2019-05-22,,16314826.207342548,651.0
2019-05-23,,23275808.502020407,490.0
2019-05-24,,19185639.101214953,428.0
2019-05-25,,12592625.114502368,422.0
2019-05-26,,20969437.151569664,567.0
2019-05-27,,22906666.204031415,382.0
2019-05-28,,22764205.51973684,456.0
2019-05-29,,29357124.551920734,328.0
2019-05-30,,22359143.718883373,403.0
2019-05-31,,21291019.834807374,597.0
2019-06-01,,23582162.37286385,426.0
2019-06-02,,22981012.16106849,365.0
2019-06-03,,32421474.41848193,415.0
2019-06-04,,17602526.544336494,422.0
2019-06-05,,22191146.35820396,657.0
2019-06-06,,21448764.478212852,498.0
2019-06-07,,25730284.05617284,324.0
2019-06-08,,15265560.527728872,1136.0
2019-06-09,,16102167.592452027,469.0
2019-06-10,,20447367.021104652,688.0
2019-06-11,,22258316.29180672,714.0
2019-06-12,,20252694.30229755,531.0
2019-06-13,,16257702.523356892,566.0
2019-06-14,,9532869.759490663,589.0
2019-06-15,,19845573.235056605,530.0
2019-06-16,,19546003.214315243,387.0
2019-06-17,,25274615.86963964,444.0
2019-06-18,,18319889.726474103,502.0
2019-06-19,,12747350.14039578,379.0
2019-06-20,,28994133.67661123,481.0
2019-06-21,,17154847.51241096,365.0
2019-06-22,,21790396.15697892,427.0
2019-06-23,,25317417.42896321,299.0
2019-06-24,,18485857.644466292,356.0
2019-06-25,,20083498.77292593,540.0
2019-06-26,,17725266.621483143,445.0
2019-06-27,,21771768.588380743,457.0
2019-06-28,,15564525.445953565,603.0
2019-06-29,,13038271.284107402,689.0
2019-06-30,,23498455.951938577,521.0
2019-07-01,,17920950.597809732,452.0
2019-07-02,,16130354.343790663,707.0
2019-07-03,,23669110.12547739,398.0
2019-07-04,,17716959.879390243,410.0
2019-07-05,,21116786.46790795,478.0
2019-07-06,,22907953.796843432,396.0
2019-07-07,,19129364.663186528,386.0
2019-07-08,,23101706.154999997,416.0
2019-07-09,,14138679.780704226,497.0
2019-07-10,63.41582464801308,22935819.920198675,604.0
2019-07-11,,14778061.685697448,509.0
2019-07-12,7.960107460440468,14403163.501217565,501.0
2019-07-13,53.73343834367927,18683283.50406852,467.0
2019-07-14,52.34083529913274,11163444.60826955,601.0
2019-07-15,,38514190.8912931,464.0
2019-07-16,21.155368439336993,16468560.883419849,655.0
2019-07-17,,22234301.74168242,529.0
2019-07-18,43.00845655653884,9312212.989845956,779.0
2019-07-19,,17837489.887426328,509.0
2019-07-20,,23690032.489357024,591.0
2019-07-21,,14211036.940283842,916.0
2019-07-22,,16592161.43056259,711.0
2019-07-23,60.52487399566335,21546503.325599212,509.0
2019-07-24,39.12120160628623,16169597.940540541,851.0
2019-07-25,62.41810412225077,21434264.62447236,597.0
2019-07-26,8.074552146878943,13728700.967741229,456.0
2019-07-27,88.72005471790585,21288330.972585227,352.0
2019-07-28,125.00514976261573,21346686.52364035,456.0
2019-07-29,,15128611.2403163,411.0
2019-07-30,,32847155.72837259,467.0
2019-07-31,5.153955020036916,16173674.916559633,436.0
2019-08-01,7.250306418247493,27675065.574570026,407.0
2019-08-02,9.626599665739858,21742878.383219425,556.0
2019-08-03,25.076867098261868,19506108.248496994,499.0
2019-08-04,36.417285718860555,28467604.423586573,566.0
2019-08-05,13.47598070226697,16717959.828690477,504.0
2019-08-06,10.384825874779263,25314346.226201378,437.0
2019-08-07,43.29976234600561,23093824.49140515,427.0
2019-08-08,35.656097393241616,20387057.381632652,490.0
2019-08-09,32.36862179132881,43592094.12655329,441.0
2019-08-10,15.156966148052884,17810793.629686277,510.0
2019-08-11,18.061539839768326,24463468.96630734,436.0
2019-08-12,28.72472576659813,17330643.15336075,851.0
2019-08-13,32.73319963674503,15146191.98144654,636.0
2019-08-14,,30116217.267355207,518.0
2019-08-15,,20099213.940561056,606.0
2019-08-16,10.446700901196822,24581796.613976743,430.0
2019-08-17,24.42517130090746,25986137.07063181,459.0
2019-08-18,29.490319565982166,17205535.071222223,450.0
2019-08-19,,24414715.27799603,504.0
2019-08-20,,12782784.495224489,490.0
2019-08-21,7.577601079946581,15900044.045483872,620.0
2019-08-22,,22282502.69819231,520.0
2019-08-23,,19371033.050339703,471.0
2019-08-24,,29047671.351834454,447.0
2019-08-25,,17331105.16559611,411.0
2019-08-26,37.41137915721758,22872846.191920202,401.0
2019-08-27,,20383357.28867841,454.0
2019-08-28,,22559775.846113995,386.0
2019-08-29,,42040042.184966445,447.0
2019-08-30,,22771283.729258314,391.0
2019-08-31,14.71533542820522,23367828.827575758,363.0
2019-09-01,27.411075480895466,23709110.113579176,461.0
2019-09-02,,19549405.322820514,507.0
2019-09-03,,37056900.27985533,553.0
2019-09-04,,28590646.741007373,407.0
2019-09-05,,27820051.06698413,441.0
2019-09-06,,30250439.109956138,456.0
2019-09-07,,21850426.004647885,426.0
2019-09-08,,32684843.12132609,460.0
2019-09-09,,18775167.32868946,351.0
2019-09-10,,24389790.63292517,294.0
2019-09-11,8.562379794542522,23432825.410817944,379.0
2019-09-12,,24614224.71347059,340.0
2019-09-13,,29462886.322449442,445.0
2019-09-14,,13535745.94945415,458.0
2019-09-15,16.060763812858404,26736494.304336283,339.0
2019-09-16,10.813978790776243,17939097.917644445,450.0
2019-09-17,,24996065.591284152,366.0
2019-09-18,,40801124.74973837,344.0
2019-09-19,,22818270.703470714,461.0
2019-09-20,24.475980800049566,49712574.221569344,274.0
