,repo transactions maturity av. network,repo transactions notional av. network,number repo transactions av. network
2019-09-21,,29585100.60714286,203.0
2019-09-22,,50323013.47873288,292.0
2019-09-23,,37959576.00761112,180.0
2019-09-24,26.624754997165603,35661830.455598086,209.0
2019-09-25,,30339266.23546939,245.0
2019-09-26,,28157968.560066335,603.0
2019-09-27,,22059795.81142265,724.0
2019-09-28,,31802128.41147799,318.0
2019-09-29,14.1355215795974,22616551.357576415,458.0
2019-09-30,,17741962.538782608,460.0
2019-10-01,,31936163.524583332,528.0
2019-10-02,,21865231.04190871,482.0
2019-10-03,,21043923.86162447,474.0
2019-10-04,,17981463.6608046,435.0
2019-10-05,,20208227.767161906,525.0
2019-10-06,,23632673.271215275,576.0
2019-10-07,,16348348.279638555,415.0
2019-10-08,,18325083.240290236,379.0
2019-10-09,,18865823.958220858,489.0
2019-10-10,,22479575.532661125,481.0
2019-10-11,,29697804.67771654,508.0
2019-10-12,,17761426.069414414,444.0
2019-10-13,,19742394.781361938,536.0
2019-10-14,,23434448.96410758,409.0
2019-10-15,,22779475.658234164,521.0
2019-10-16,,27623892.245461848,498.0
2019-10-17,,26413894.280781608,435.0
2019-10-18,,20639365.097847357,511.0
2019-10-19,,20913438.717247523,505.0
2019-10-20,,24411569.089718007,461.0
2019-10-21,,30300222.023607142,560.0
2019-10-22,,23107169.29530815,503.0
2019-10-23,,21831880.574624505,506.0
2019-10-24,,19661614.23505219,479.0
2019-10-25,,18660497.562161103,509.0
2019-10-26,,25776964.41552361,487.0
2019-10-27,,21903955.56768145,496.0
2019-10-28,,19051594.437053762,465.0
2019-10-29,,23843273.570399996,500.0
2019-10-30,,22262600.060182925,492.0
2019-10-31,,30299710.51709732,596.0
2019-11-01,,21884905.10172043,465.0
2019-11-02,,23781203.386078063,538.0
2019-11-03,35.11147446814721,21171627.07581301,492.0
2019-11-04,,21676242.06830571,543.0
2019-11-05,,29954968.270732988,573.0
2019-11-06,,21292291.96780048,832.0
2019-11-07,,26138200.164728813,590.0
2019-11-08,73.45394254860204,20101425.391050726,552.0
2019-11-09,,17878881.105088063,511.0
2019-11-10,,27174718.738772504,611.0
2019-11-11,,19935673.037976656,514.0
2019-11-12,9.296786074248944,27447091.649486165,506.0
2019-11-13,7.566330567135944,21100931.575388994,527.0
2019-11-14,,21987569.414166663,564.0
2019-11-15,,23011680.51822222,630.0
2019-11-16,,19285917.47285178,533.0
2019-11-17,34.387903350703525,25066593.8557451,510.0
2019-11-18,,19525390.13151737,547.0
2019-11-19,,18531665.16782906,585.0
2019-11-20,,23691046.899142418,653.0
2019-11-21,,21031957.631845906,623.0
2019-11-22,,18390700.067621056,475.0
2019-11-23,,16198528.529217081,562.0
2019-11-24,,21006904.22202429,494.0
2019-11-25,,32500257.83265079,630.0
2019-11-26,,16252173.836106557,488.0
2019-11-27,,24677766.123065956,561.0
2019-11-28,,12578591.165620198,911.0
2019-11-29,,26283432.489702046,1074.0
2019-11-30,,23607698.27577922,616.0
2019-12-01,,14902677.925441008,873.0
2019-12-02,,25031288.387043796,548.0
2019-12-03,,26602571.891915645,569.0
2019-12-04,,20707450.515533596,506.0
2019-12-05,,26711687.594095636,481.0
2019-12-06,,17032442.378650796,504.0
2019-12-07,,24328619.10437037,540.0
2019-12-08,,20159572.38721631,564.0
2019-12-09,,20792115.036989473,475.0
2019-12-10,,23780659.92293279,491.0
2019-12-11,,17915721.693249475,477.0
2019-12-12,,14311271.903539093,486.0
2019-12-13,,16972181.714882154,594.0
2019-12-14,,13463328.117458032,417.0
2019-12-15,,21561813.13412577,652.0
2019-12-16,,18328798.90519031,578.0
2019-12-17,,19526635.582774192,465.0
2019-12-18,,18773627.8877686,605.0
2019-12-19,,20194776.37270872,539.0
2019-12-20,,18829998.784296878,640.0
2019-12-21,,17947326.794402275,527.0
2019-12-22,,16668548.981349073,593.0
2019-12-23,,18188913.187775698,535.0
2019-12-24,,15809724.044967951,624.0
2019-12-25,,21903565.06555985,518.0
2019-12-26,,17349975.079707727,479.0
2019-12-27,,22210853.664065424,428.0
2019-12-28,,21511187.303675678,555.0
2019-12-29,,20759495.910300754,399.0
2019-12-30,,16688937.465849057,424.0
2019-12-31,,27262780.215693165,541.0
2020-01-01,,25278401.76225664,452.0
2020-01-02,,21540412.26337232,513.0
2020-01-03,,19562326.895011496,435.0
2020-01-04,,14299448.592827585,435.0
2020-01-05,,23069218.35003824,523.0
2020-01-06,,34396583.73289823,452.0
2020-01-07,,22962402.29381062,433.0
2020-01-08,,19833569.21771739,552.0
2020-01-09,,28394891.463314816,540.0
2020-01-10,,17124675.05886525,423.0
2020-01-11,,22052441.9829912,341.0
2020-01-12,,35176581.10054795,365.0
2020-01-13,,22475132.249528535,403.0
2020-01-14,,39263488.01531722,331.0
2020-01-15,,30618419.96402222,450.0
2020-01-16,,14753985.148673737,754.0
2020-01-17,,24951304.50622266,503.0
2020-01-18,,33058203.543356016,441.0
2020-01-19,,27300455.85739645,507.0
2020-01-20,,23207290.686729413,425.0
2020-01-21,,20965014.521486487,444.0
2020-01-22,,25399777.03267347,490.0
2020-01-23,,13351661.884685863,382.0
2020-01-24,,42072581.22478774,424.0
2020-01-25,,18877646.921759836,483.0
2020-01-26,,22076268.99540845,355.0
2020-01-27,,29371863.206235293,510.0
2020-01-28,,15776681.266607476,1070.0
2020-01-29,,23043963.33047445,548.0
2020-01-30,,28055645.892931726,498.0
2020-01-31,,14519711.352376811,1035.0
2020-02-01,,34522623.817821965,528.0
2020-02-02,,21583974.81758446,592.0
2020-02-03,,21384860.871059116,406.0
2020-02-04,,19620447.24748691,764.0
2020-02-05,,23214306.510185186,540.0
2020-02-06,,27594446.927991886,493.0
2020-02-07,,26133075.148487583,443.0
2020-02-08,,28291064.00292056,428.0
2020-02-09,,26469580.33882474,485.0
2020-02-10,,15088946.313147413,753.0
2020-02-11,,33501657.597693797,516.0
2020-02-12,,21571574.55362173,497.0
2020-02-13,,28247577.825252526,495.0
2020-02-14,,22713696.600581896,464.0
2020-02-15,,14050927.725652173,552.0
2020-02-16,,20527257.857006803,588.0
2020-02-17,,18279187.78705882,408.0
2020-02-18,,23253511.16259958,477.0
2020-02-19,,28971583.842367817,435.0
2020-02-20,,29400536.132190667,493.0
2020-02-21,,22072354.171561867,493.0
2020-02-22,,24406499.11519931,577.0
2020-02-23,,19423017.702722326,551.0
2020-02-24,,30089400.32979263,434.0
2020-02-25,,15998108.528322982,483.0
2020-02-26,,22184702.346648198,722.0
2020-02-27,,20496911.514343437,396.0
2020-02-28,,18510981.95180293,477.0
2020-02-29,,21793335.04064444,450.0
2020-03-01,,13668773.967315435,447.0
2020-03-02,,22414992.06751413,531.0
2020-03-03,,24459158.22254335,346.0
2020-03-04,,18635449.611273147,432.0
2020-03-05,,20950924.886854842,496.0
2020-03-06,,24155899.563114755,427.0
2020-03-07,,29052707.04960199,402.0
2020-03-08,,21631034.499439027,410.0
2020-03-09,,25378550.613067485,326.0
2020-03-10,,24864885.84065574,488.0
2020-03-11,,19969095.538980395,510.0
2020-03-12,,30496796.72500982,509.0
2020-03-13,,21498886.255438145,388.0
2020-03-14,,12890271.246046511,989.0
2020-03-15,,16346277.913359134,646.0
2020-03-16,,26812338.623642858,560.0
2020-03-17,,23697279.761420764,549.0
2020-03-18,,15373354.172907801,564.0
2020-03-19,,17564312.22339286,560.0
2020-03-20,,13303795.326285712,595.0
2020-03-21,,10528285.226513606,588.0
2020-03-22,,17369238.326099195,746.0
2020-03-23,,11489396.661277996,759.0
2020-03-24,,19528128.555672877,483.0
2020-03-25,,13447160.248123249,714.0
2020-03-26,,11927708.854696706,577.0
2020-03-27,,15731387.27503782,661.0
2020-03-28,,11726219.594644913,521.0
2020-03-29,,11358807.70224026,616.0
2020-03-30,,17298928.45981595,652.0
2020-03-31,,9159349.803935263,587.0
2020-04-01,,16988415.453533225,617.0
2020-04-02,,17954664.834180556,720.0
2020-04-03,,20731399.52397496,639.0
2020-04-04,,13796220.279868614,685.0
2020-04-05,,12547741.540046295,648.0
2020-04-06,,17432883.126757763,805.0
2020-04-07,,13208715.769275568,704.0
2020-04-08,,12339611.849322993,709.0
2020-04-09,,14170757.454517044,704.0
2020-04-10,,11830601.862791728,677.0
2020-04-11,,18443127.94019774,708.0
2020-04-12,,13357343.677858585,495.0
2020-04-13,,23434341.746944446,540.0
2020-04-14,,15743417.839762308,589.0
2020-04-15,,11810321.504567474,578.0
2020-04-16,,19004177.766815387,650.0
2020-04-17,,12339253.747538997,577.0
2020-04-18,,19740494.82471223,556.0
2020-04-19,,18449439.12096939,588.0
2020-04-20,,16173147.715498535,682.0
2020-04-21,,12529618.446396716,852.0
2020-04-22,,9813109.382405661,636.0
2020-04-23,,19698870.81212996,554.0
2020-04-24,,17488244.443176292,658.0
2020-04-25,,9544652.03241722,604.0
2020-04-26,,16138009.823492957,710.0
2020-04-27,,18771747.850895297,659.0
2020-04-28,,15273097.381647635,613.0
2020-04-29,,20768642.3125,628.0
2020-04-30,,11748640.332715517,696.0
2020-05-01,,12324782.922172373,847.0
2020-05-02,,17172044.808691274,596.0
2020-05-03,,17868404.599308435,723.0
2020-05-04,,16347686.722081445,663.0
2020-05-05,,16392392.336402537,631.0
2020-05-06,,18093381.106853582,642.0
2020-05-07,,13370736.264475219,686.0
2020-05-08,,23123812.220141344,566.0
2020-05-09,,12398814.448646287,687.0
2020-05-10,,14507417.139936706,632.0
2020-05-11,,13851811.926459627,805.0
2020-05-12,,11649442.239810996,582.0
2020-05-13,,21231889.45954463,549.0
2020-05-14,,13533997.758360654,549.0
2020-05-15,,12533916.535817612,636.0
2020-05-16,,18493378.033038117,892.0
2020-05-17,,8776961.649982994,1764.0
2020-05-18,,12793829.540082352,850.0
2020-05-19,,8427513.654461747,1477.0
2020-05-20,,9732314.894715985,757.0
2020-05-21,,13467989.564127464,659.0
2020-05-22,,15131915.308557047,596.0
2020-05-23,,14874955.668691278,596.0
2020-05-24,,18433529.936955556,450.0
2020-05-25,,9819125.585357834,517.0
2020-05-26,,15620223.281787233,705.0
2020-05-27,,16558653.264232632,619.0
2020-05-28,,28842881.04830018,553.0
2020-05-29,,25072709.64990991,555.0
2020-05-30,,12621105.504974004,577.0
2020-05-31,,21899151.756907217,582.0
2020-06-01,,11971114.4775657,723.0
2020-06-02,,16229238.338948546,447.0
2020-06-03,,15216267.224432236,546.0
2020-06-04,,18919990.050765958,235.0
2020-06-05,,20863766.11359184,490.0
2020-06-06,,19657397.962922707,414.0
2020-06-07,,17690896.279282514,446.0
2020-06-08,,27383586.911754385,342.0
2020-06-09,,22353544.78187817,197.0
2020-06-10,,36043077.26058496,359.0
2020-06-11,,25322033.07713178,645.0
2020-06-12,,20515745.579236884,629.0
2020-06-13,,16087896.151520548,730.0
2020-06-14,,25361881.433687255,518.0
2020-06-15,,21763321.588884406,744.0
2020-06-16,,19885502.929806363,723.0
2020-06-17,,19372210.520905044,674.0
2020-06-18,,19365881.538458213,694.0
2020-06-19,,18729685.118204284,607.0
2020-06-20,,18196251.79728395,729.0
2020-06-21,,15658784.353178168,623.0
2020-06-22,,16700004.615665022,812.0
2020-06-23,,19684368.260239523,668.0
2020-06-24,,16499711.742683925,734.0
2020-06-25,,21823010.916302416,787.0
2020-06-26,,21206308.854917217,604.0
2020-06-27,,18264417.2722651,596.0
2020-06-28,,16985803.551502734,732.0
2020-06-29,,18958476.676191065,806.0
2020-06-30,,22706679.937192053,755.0
2020-07-01,,10898478.490259066,772.0
2020-07-02,,18507351.93612739,785.0
2020-07-03,,16014308.149468223,771.0
2020-07-04,,10881363.699533679,772.0
2020-07-05,,20842013.719375,800.0
2020-07-06,,14578685.930596447,788.0
2020-07-07,,18856996.307242937,885.0
2020-07-08,,12249551.434638554,996.0
2020-07-09,,14031316.757411763,850.0
2020-07-10,,20823540.395251326,756.0
2020-07-11,,11826992.761797752,712.0
2020-07-12,,17841418.201502662,752.0
2020-07-13,,15334395.737256514,729.0
2020-07-14,,13688824.56341646,802.0
2020-07-15,,16800626.039002623,762.0
2020-07-16,,14295407.916421052,665.0
2020-07-17,,24645084.594380826,751.0
2020-07-18,,21695718.333950274,724.0
2020-07-19,,19852524.371388175,778.0
2020-07-20,,15779626.77626788,769.0
2020-07-21,,19152617.390572246,699.0
2020-07-22,,24415585.901014667,818.0
2020-07-23,,15294670.282644628,605.0
2020-07-24,,13061545.232480377,637.0
2020-07-25,,18405036.223787233,705.0
2020-07-26,,17404352.012192845,643.0
2020-07-27,,22153035.00293478,644.0
2020-07-28,,16969911.112119883,684.0
2020-07-29,,8883343.219568845,719.0
2020-07-30,,17211143.46452742,857.0
2020-07-31,,17432249.06461823,812.0
2020-08-01,,16477481.796578448,1058.0
2020-08-02,,13298467.293914083,838.0
2020-08-03,,8707082.925994152,684.0
2020-08-04,,17051682.570491992,874.0
2020-08-05,,20032616.82211876,741.0
2020-08-06,,14664507.388939226,905.0
2020-08-07,,12163186.17697644,764.0
2020-08-08,,9324334.116278736,696.0
2020-08-09,,12998739.792636957,1077.0
2020-08-10,,20683060.670697674,860.0
2020-08-11,,20511765.338298816,676.0
2020-08-12,,16979340.095476553,661.0
2020-08-13,,19648308.435989674,581.0
2020-08-14,,22310100.83358466,756.0
2020-08-15,,19761624.354283307,593.0
2020-08-16,,21518037.887289155,664.0
2020-08-17,,20408718.647372264,685.0
2020-08-18,,13918944.154357262,599.0
2020-08-19,,22617117.674622644,848.0
2020-08-20,,24161750.934871793,624.0
2020-08-21,,17048599.692770563,693.0
2020-08-22,,17325913.494691357,486.0
2020-08-23,,23395656.779215954,727.0
2020-08-24,,21441047.4543659,481.0
2020-08-25,17.261472137973122,20491286.489159156,666.0
2020-08-26,,15967975.94369686,541.0
2020-08-27,,11050292.98000832,1202.0
2020-08-28,,20705223.24186944,674.0
2020-08-29,,26185094.11831202,782.0
2020-08-30,,20531532.262512647,593.0
2020-08-31,,11614478.980730252,671.0
2020-09-01,,21130504.872653846,780.0
2020-09-02,,24506270.947949853,678.0
2020-09-03,13.753163777658672,18089248.62957382,657.0
2020-09-04,4.8625963118009246,20284804.173441228,587.0
2020-09-05,,12860452.64292496,653.0
2020-09-06,,19933395.267447494,619.0
2020-09-07,,15166065.32418124,629.0
2020-09-08,,22041375.835121293,742.0
2020-09-09,12.111652613537219,15473153.844319444,720.0
2020-09-10,,12136154.409563541,779.0
2020-09-11,,16891811.359069113,709.0
2020-09-12,,16046344.776996855,636.0
2020-09-13,,21088237.671774194,744.0
2020-09-14,,17620495.494883724,645.0
2020-09-15,,11242711.35347826,690.0
2020-09-16,,18798280.991076443,641.0
2020-09-17,,12169230.249131206,564.0
2020-09-18,,16328181.814535605,646.0
2020-09-19,,12028035.359121265,569.0
2020-09-20,,26890362.264759284,727.0
2020-09-21,,21173049.210776396,644.0
2020-09-22,,22545686.400102735,584.0
2020-09-23,,19794335.17577381,672.0
2020-09-24,,20161826.455103856,674.0
2020-09-25,,13895940.299501609,622.0
2020-09-26,,15770216.475384613,546.0
2020-09-27,,16930634.004492186,512.0
2020-09-28,,19154070.663156934,548.0
2020-09-29,18.098921554845813,15166504.809020538,633.0
2020-09-30,,10675069.330057887,691.0
2020-10-01,,13024184.93277045,758.0
2020-10-02,,14365335.915518796,665.0
2020-10-03,43.61208058546109,16218366.734245563,676.0
2020-10-04,14.300131420733711,19934853.62104295,652.0
2020-10-05,,20712664.83128173,788.0
2020-10-06,,25117487.68473684,779.0
2020-10-07,,18982387.039682273,598.0
2020-10-08,35.70196973805242,15747022.60443804,694.0
2020-10-09,7.0920741388896795,15911286.368645359,657.0
2020-10-10,,12233717.174673202,612.0
2020-10-11,,19784725.395528283,937.0
2020-10-12,,19394161.660400517,774.0
2020-10-13,9.953094686470308,23165051.309058826,1020.0
2020-10-14,,22545838.791754164,781.0
2020-10-15,,13269738.00558224,1374.0
2020-10-16,,19219958.2060266,1203.0
2020-10-17,,19164458.618787427,668.0
2020-10-18,,14297276.757926378,815.0
2020-10-19,8.27592437899189,21368772.352202937,749.0
2020-10-20,,16187814.93656463,882.0
2020-10-21,,21626009.48656954,755.0
2020-10-22,,22293316.570506826,513.0
2020-10-23,,24845593.54519685,635.0
2020-10-24,7.303469475502671,20262783.195661157,484.0
2020-10-25,,24507167.952857144,504.0
2020-10-26,,27388928.18447195,606.0
2020-10-27,59.388601377080356,21323121.377267443,516.0
2020-10-28,,22031044.964923598,589.0
2020-10-29,19.71836035070957,19542150.27353107,708.0
2020-10-30,30.45426511841921,25379909.000788253,647.0
2020-10-31,,22715455.052976698,944.0
2020-11-01,,10596721.730070285,2561.0
2020-11-02,,27070590.49716459,723.0
2020-11-03,6.008561369267706,10518152.911109135,2813.0
2020-11-04,,21466058.12066778,599.0
2020-11-05,,18008333.91054711,658.0
2020-11-06,,23059606.21093664,726.0
2020-11-07,11.698961691333666,14060528.651749117,566.0
2020-11-08,19.214621738162833,14013404.645472562,656.0
2020-11-09,,18700231.38426263,495.0
2020-11-10,,12911327.834380282,710.0
2020-11-11,,15528340.403941177,510.0
2020-11-12,,15377815.542035399,452.0
2020-11-13,35.53074847296487,17624916.98519328,595.0
2020-11-14,,19706563.40477435,421.0
2020-11-15,,9106532.096473118,930.0
2020-11-16,,19003530.001152176,460.0
2020-11-17,66.66374738964872,15789658.175952815,551.0
2020-11-18,13.25849480217746,16490840.963084113,535.0
2020-11-19,,20834988.331848428,541.0
2020-11-20,,21690087.430985693,629.0
2020-11-21,,27872114.704349376,561.0
2020-11-22,11.913317798563874,25265936.16362832,565.0
2020-11-23,8.720893591880735,27541464.21023739,674.0
2020-11-24,,20664191.370743137,619.0
2020-11-25,,27507566.716138493,852.0
2020-11-26,,23415416.268960305,529.0
2020-11-27,11.877958113306583,21294319.907711267,568.0
2020-11-28,8.028414364932978,23009449.94260337,653.0
2020-11-29,,24121556.75426256,617.0
2020-11-30,,25952849.99063257,743.0
2020-12-01,3.089594226450734,24238755.161191333,554.0
2020-12-02,,17845963.616364922,707.0
2020-12-03,11.015784999876322,12934069.496916378,574.0
2020-12-04,,10550722.925773196,679.0
2020-12-05,,18183912.522368666,1085.0
2020-12-06,,11279578.926328585,2386.0
2020-12-07,,17434269.262459606,557.0
2020-12-08,13.7115814215498,8775474.00012811,2732.0
2020-12-09,,17373843.91414676,586.0
2020-12-10,,24677209.73609524,630.0
2020-12-11,,25673087.33213355,614.0
2020-12-12,,20212409.93131657,676.0
2020-12-13,16.64637911176759,21647508.203953125,640.0
2020-12-14,,17942935.427846763,757.0
2020-12-15,,23352961.84108176,795.0
2020-12-16,,15000373.193716815,1130.0
2020-12-17,12.363591466554716,13354172.66287719,855.0
2020-12-18,9.572666391763663,23212677.520328082,762.0
2020-12-19,,9731375.332855133,711.0
2020-12-20,,13223799.993694916,1180.0
2020-12-21,,13069570.56597366,1063.0
2020-12-22,,16983631.344881322,969.0
2020-12-23,5.938137883830024,21863697.541988872,719.0
2020-12-24,,16375505.889031298,671.0
2020-12-25,,13389157.495234216,982.0
2020-12-26,,14150453.121930838,694.0
2020-12-27,9.990181219814083,11956610.666921211,825.0
2020-12-28,8.186141039811309,12759224.311678488,846.0
2020-12-29,,8352608.216438203,890.0
2020-12-30,,14723564.60963158,950.0
2020-12-31,,13927057.461041098,730.0
2021-01-01,,13452321.883698264,749.0
2021-01-02,12.303274768793154,14177183.52602374,674.0
2021-01-03,,9305466.879467042,713.0
2021-01-04,,17234802.65631644,809.0
2021-01-05,,12747267.172692308,832.0
2021-01-06,,17964237.62217788,877.0
2021-01-07,,16516002.70994589,924.0
2021-01-08,,20073518.968273807,840.0
2021-01-09,,13969926.644094981,1116.0
2021-01-10,,6146026.153819073,2244.0
2021-01-11,,20541133.71238184,1079.0
2021-01-12,,6586856.725516344,2692.0
2021-01-13,,10476003.679650258,772.0
2021-01-14,,14653396.293439634,878.0
2021-01-15,,13490367.247083776,943.0
2021-01-16,,12752644.792927496,731.0
2021-01-17,,13843839.060807692,780.0
2021-01-18,,7359623.698603604,666.0
2021-01-19,,18694359.274521075,783.0
2021-01-20,,14553276.748387879,825.0
2021-01-21,,11433110.309821004,838.0
2021-01-22,,10260577.988936916,856.0
2021-01-23,,11607836.1969448,779.0
2021-01-24,,13587968.54785921,1037.0
2021-01-25,,16471945.945544694,716.0
2021-01-26,15.69118037853337,14100227.337161765,680.0
2021-01-27,,12913250.461493164,951.0
2021-01-28,,16292564.322952757,762.0
2021-01-29,,21251563.270448092,915.0
2021-01-30,,18992137.22288071,788.0
2021-01-31,,15568140.522630952,840.0
2021-02-01,,14977483.296119165,621.0
2021-02-02,,18834347.13443871,775.0
2021-02-03,,22927281.460514467,622.0
2021-02-04,,24721656.950896908,970.0
2021-02-05,7.5985109750019655,14120414.291250002,600.0
2021-02-06,,21767077.317193676,506.0
2021-02-07,,12337984.15557377,549.0
2021-02-08,,19474731.85021875,640.0
2021-02-09,,19012887.791296624,563.0
2021-02-10,,11888150.058386628,688.0
2021-02-11,,12224559.701884817,764.0
2021-02-12,,12490740.545277383,703.0
2021-02-13,,13346926.644938271,1053.0
2021-02-14,,10553110.943194516,1897.0
2021-02-15,,26075776.425088383,792.0
2021-02-16,,5723195.7617280455,2118.0
2021-02-17,,12405737.350168971,651.0
2021-02-18,,24795804.624470774,633.0
2021-02-19,,14679422.676868198,827.0
2021-02-20,,16267944.626161974,852.0
2021-02-21,,17238405.78207469,482.0
2021-02-22,,0.0,0.0
2021-02-23,,0.0,0.0
2021-02-24,22.60916857740416,0.0,0.0
2021-02-25,,0.0,0.0
2021-02-26,,0.0,0.0
2021-02-27,,0.0,0.0
2021-02-28,,0.0,0.0
2021-03-01,33.57302851352996,0.0,0.0
2021-03-02,,0.0,0.0
2021-03-03,,0.0,0.0
2021-03-04,,0.0,0.0
2021-03-05,,0.0,0.0
2021-03-06,69.031155629377,0.0,0.0
2021-03-07,,0.0,0.0
2021-03-08,,0.0,0.0
2021-03-09,,0.0,0.0
2021-03-10,,0.0,0.0
2021-03-11,,0.0,0.0
2021-03-12,,0.0,0.0
2021-03-13,,0.0,0.0
2021-03-14,,0.0,0.0
2021-03-15,,0.0,0.0
2021-03-16,,0.0,0.0
2021-03-17,,0.0,0.0
2021-03-18,,0.0,0.0
2021-03-19,,0.0,0.0
2021-03-20,,0.0,0.0
2021-03-21,,0.0,0.0
2021-03-22,,0.0,0.0
2021-03-23,,0.0,0.0
2021-03-24,,0.0,0.0
2021-03-25,,0.0,0.0
2021-03-26,,0.0,0.0
2021-03-27,,0.0,0.0
2021-03-28,,0.0,0.0
2021-03-29,,0.0,0.0
2021-03-30,,0.0,0.0
2021-03-31,,0.0,0.0
2021-04-01,,0.0,0.0
2021-04-02,,0.0,0.0
2021-04-03,,0.0,0.0
2021-04-04,,0.0,0.0
2021-04-05,,0.0,0.0
2021-04-06,,0.0,0.0
2021-04-07,,0.0,0.0
2021-04-08,,0.0,0.0
2021-04-09,,0.0,0.0
2021-04-10,,0.0,0.0
2021-04-11,,0.0,0.0
2021-04-12,,0.0,0.0
2021-04-13,,0.0,0.0
2021-04-14,,0.0,0.0
2021-04-15,,0.0,0.0
2021-04-16,,0.0,0.0
2021-04-17,,0.0,0.0
2021-04-18,,0.0,0.0
2021-04-19,89.8591608250301,0.0,0.0
2021-04-20,,0.0,0.0
2021-04-21,,0.0,0.0
2021-04-22,,0.0,0.0
2021-04-23,,0.0,0.0
2021-04-24,,0.0,0.0
2021-04-25,142.88083341715,0.0,0.0
2021-04-26,,0.0,0.0
2021-04-27,,0.0,0.0
2021-04-28,,0.0,0.0
2021-04-29,,0.0,0.0
2021-04-30,,0.0,0.0
2021-05-01,,0.0,0.0
2021-05-02,,0.0,0.0
2021-05-03,,0.0,0.0
2021-05-04,,0.0,0.0
2021-05-05,,0.0,0.0
2021-05-06,,0.0,0.0
2021-05-07,,0.0,0.0
2021-05-08,,0.0,0.0
2021-05-09,,0.0,0.0
2021-05-10,,0.0,0.0
2021-05-11,,0.0,0.0
2021-05-12,,0.0,0.0
2021-05-13,,0.0,0.0
2021-05-14,,0.0,0.0
2021-05-15,198.62846070712203,0.0,0.0
2021-05-16,,0.0,0.0
2021-05-17,0.0,0.0,0.0
2021-05-18,,0.0,0.0
2021-05-19,,0.0,0.0
2021-05-20,,0.0,0.0
2021-05-21,127.0,0.0,0.0
2021-05-22,128.0,0.0,0.0
2021-05-23,,0.0,0.0
2021-05-24,,0.0,0.0
2021-05-25,181.1852750406819,0.0,0.0
2021-05-26,,0.0,0.0
2021-05-27,,0.0,0.0
2021-05-28,301.0,0.0,0.0
2021-05-29,,0.0,0.0
2021-05-30,,0.0,0.0
2021-05-31,,0.0,0.0
2021-06-01,,0.0,0.0
2021-06-02,,0.0,0.0
2021-06-03,,0.0,0.0
2021-06-04,,0.0,0.0
2021-06-05,,0.0,0.0
2021-06-06,,0.0,0.0
2021-06-07,,0.0,0.0
2021-06-08,,0.0,0.0
2021-06-09,,0.0,0.0
2021-06-10,,0.0,0.0
2021-06-11,0.0,0.0,0.0
2021-06-12,0.0,0.0,0.0
2021-06-13,130.0,0.0,0.0
2021-06-14,181.1852750406819,0.0,0.0
2021-06-15,127.92307692307692,0.0,0.0
2021-06-16,147.22944876503615,0.0,0.0
2021-06-17,413.66355140186914,0.0,0.0
2021-06-18,,0.0,0.0
2021-06-19,181.1852750406819,0.0,0.0
2021-06-20,,0.0,0.0
2021-06-21,245.53025792550733,0.0,0.0
2021-06-22,0.0,0.0,0.0
2021-06-23,,0.0,0.0
2021-06-24,,0.0,0.0
2021-06-25,142.05445599981468,0.0,0.0
2021-06-26,,0.0,0.0
2021-06-27,185.0,0.0,0.0
2021-06-28,,0.0,0.0
2021-06-29,,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-01,,0.0,0.0
2021-07-02,,0.0,0.0
2021-07-03,0.0,0.0,0.0
2021-07-04,,0.0,0.0
2021-07-05,,0.0,0.0
2021-07-06,,0.0,0.0
2021-07-07,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0
2021-07-09,234.18856054693887,0.0,0.0
2021-07-10,261.0,0.0,0.0
2021-07-11,0.0,0.0,0.0
2021-07-12,190.0,0.0,0.0
2021-07-13,187.0,0.0,0.0
2021-07-14,212.21893701645243,0.0,0.0
2021-07-15,0.0,0.0,0.0
2021-07-16,193.0,0.0,0.0
2021-07-17,287.0,0.0,0.0
2021-07-18,0.0,0.0,0.0
2021-07-19,240.33340419390825,0.0,0.0
2021-07-20,158.0,0.0,0.0
2021-07-21,260.0,0.0,0.0
2021-07-22,260.0,0.0,0.0
2021-07-23,0.0,0.0,0.0
2021-07-24,260.0,0.0,0.0
2021-07-25,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0
2021-07-28,0.0,0.0,0.0
2021-07-29,260.0,0.0,0.0
2021-07-30,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0
2021-08-03,258.90772032885593,0.0,0.0
2021-08-04,0.0,0.0,0.0
2021-08-05,258.5,0.0,0.0
2021-08-06,259.0,0.0,0.0
2021-08-07,215.3561756816781,0.0,0.0
2021-08-08,258.3924208680673,0.0,0.0
2021-08-09,205.76372147642303,0.0,0.0
2021-08-10,248.91451043154422,0.0,0.0
2021-08-11,259.0,0.0,0.0
2021-08-12,259.0,0.0,0.0
2021-08-13,258.2088144294642,0.0,0.0
2021-08-14,0.0,0.0,0.0
2021-08-15,258.5,0.0,0.0
2021-08-16,259.0,0.0,0.0
2021-08-17,259.0,0.0,0.0
2021-08-18,258.2088144294642,0.0,0.0
2021-08-19,0.0,0.0,0.0
2021-08-20,258.5,0.0,0.0
2021-08-21,259.0,0.0,0.0
2021-08-22,407.4502900450989,0.0,0.0
